[Subject]	
[Date]	01/01/2007
[Time]	00:56:52
[Channels]	33
[Rate]	500.000000
[Type]	Average
[Points]	751
[Xmin]	-200.00000
[Sweeps]	110
[Accepted]	38
[Rejected]	72
[Domain]	Time
[Rows]	Points
[Electrode Labels]
[     FP1]	[     FP2]	[      F3]	[      F4]	[      C3]	[      C4]	[      P3]	[      P4]	[      O1]	[      O2]	[      F7]	[      F8]	[      T3]	[      T4]	[      T5]	[      T6]	[      CZ]	[      FZ]	[      PZ]	[     FCZ]	[     CPZ]	[     CP3]	[     CP4]	[     FC3]	[     FC4]	[     TP7]	[     TP8]	[     FPZ]	[      OZ]	[     FT7]	[     FT8]	[      A1]	[     BP1]	
[Electrode XUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Electrode YUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Average Data]
     0.9866	     0.7875	     0.9931	     0.4769	     2.1854	     0.5689	     2.5431	     0.4613	     0.3397	     0.2387	     2.3224	     0.8344	     2.3504	     0.9731	     1.4739	    -0.3526	     0.8054	     0.2182	     1.1720	     0.2485	     0.7722	     2.5891	     0.4733	     1.8658	     0.5584	     1.4809	    -0.2155	     0.4136	     0.3806	     3.5620	     1.8366	    -0.2925	    -1.9559	
     0.9545	     0.6832	     0.8959	     0.2345	     2.1102	     0.2936	     2.6403	     0.5209	     0.8314	     0.7297	     2.3616	     0.6760	     1.9183	    -0.0441	     1.3406	    -0.2303	     0.7058	     0.0425	     1.3280	     0.0242	     0.7244	     2.6001	     0.3533	     1.7136	     0.2368	     1.4158	    -0.1355	     0.4708	     0.8904	     3.2859	     1.2892	    -0.4815	    -2.4390	
     1.0015	     0.6910	     0.7233	    -0.1482	     1.9211	    -0.1817	     2.5886	     0.4401	     1.3020	     1.2520	     2.5608	     0.4086	     1.8046	    -0.5468	     1.1602	    -0.2554	     0.5073	    -0.2422	     1.3469	    -0.3233	     0.5793	     2.4958	     0.0239	     1.5019	    -0.2855	     1.2409	    -0.3238	     0.6112	     1.3673	     3.0443	     0.4186	    -0.6305	    -2.6586	
     1.1223	     0.8189	     0.6622	    -0.3333	     1.8513	    -0.4766	     2.5454	     0.3656	     1.5169	     1.4802	     2.6753	     0.1011	     2.0022	    -1.1279	     0.8708	    -0.5212	     0.4885	    -0.3355	     1.3978	    -0.4691	     0.5722	     2.4527	    -0.1988	     1.4462	    -0.5961	     0.9083	    -0.5920	     0.7829	     1.5516	     2.8200	    -0.4872	    -0.5576	    -2.1606	
     1.2541	     1.0149	     0.7625	    -0.1435	     1.9549	    -0.3621	     2.6168	     0.4221	     1.3216	     1.2403	     2.6047	    -0.0691	     1.7387	    -1.5365	     0.8292	    -0.7918	     0.7269	    -0.1567	     1.5782	    -0.2966	     0.7722	     2.5617	    -0.0749	     1.5058	    -0.4541	     0.8331	    -0.6594	     0.9194	     1.3061	     2.0256	    -0.9742	    -0.4235	    -1.6681	
     1.2266	     1.0863	     0.8002	     0.1663	     1.9423	    -0.0695	     2.6740	     0.5648	     0.9388	     0.8144	     2.3663	    -0.0447	     0.9089	    -1.2965	     1.3453	    -0.9408	     0.9826	     0.0104	     1.7523	    -0.0605	     0.9503	     2.6417	     0.1980	     1.3874	    -0.1240	     1.3538	    -0.5928	     0.8551	     0.8740	     0.5080	    -0.8660	    -0.4611	    -1.9622	
     1.1106	     1.1663	     0.7116	     0.4353	     1.6819	     0.2042	     2.6552	     0.7703	     0.8298	     0.7187	     2.1561	     0.2235	     1.0132	    -0.7350	     2.2182	    -0.9855	     1.1112	     0.0763	     1.8904	     0.0830	     1.0640	     2.6252	     0.4584	     1.0980	     0.2376	     2.2549	    -0.5245	     0.7351	     0.7728	    -0.9648	    -0.3335	    -0.5615	    -3.1198	
     1.2102	     1.4886	     0.6959	     0.7482	     1.3745	     0.4489	     2.5940	     0.9789	     0.9561	     0.8607	     2.1969	     0.6862	     2.7041	    -0.5382	     2.8495	    -0.9667	     1.1653	     0.1672	     1.9774	     0.1818	     1.1863	     2.5272	     0.6686	     0.8823	     0.6140	     2.8902	    -0.4900	     0.8692	     0.9508	    -1.5734	     0.1528	    -0.5960	    -3.9613	
     1.5694	     1.9867	     0.8692	     1.0619	     1.2569	     0.6026	     2.4670	     1.0879	     0.9334	     0.8552	     2.5608	     1.0117	     4.8232	    -1.1013	     2.8605	    -0.8922	     1.1748	     0.3053	     1.9892	     0.2336	     1.2522	     2.3758	     0.7455	     0.9066	     0.8485	     2.9114	    -0.4540	     1.2692	     0.9688	    -0.9492	     0.1488	    -0.7223	    -3.5708	
     1.8980	     2.3545	     1.1641	     1.1388	     1.4623	     0.5367	     2.3839	     1.0824	     0.8934	     0.8418	     3.1474	     0.9599	     6.1690	    -1.9569	     2.5444	    -0.7636	     1.1544	     0.3994	     1.9813	     0.2257	     1.2467	     2.3287	     0.6811	     1.2337	     0.7576	     2.6400	    -0.3881	     1.6245	     0.9108	     0.8860	    -0.3931	    -0.9622	    -2.7896	
     2.0344	     2.4298	     1.4802	     0.9804	     1.9204	     0.2889	     2.4827	     1.0557	     1.0008	     0.9846	     3.6815	     0.6548	     6.5698	    -1.9404	     2.2370	    -0.6365	     1.1489	     0.4057	     1.9947	     0.1732	     1.2193	     2.4872	     0.5627	     1.7881	     0.4156	     2.3969	    -0.3104	     1.7680	     0.9994	     3.3118	    -1.0856	    -1.0901	    -2.0940	
     2.1262	     2.3827	     1.7586	     0.8643	     2.4364	     0.1406	     2.7070	     1.0957	     1.0871	     1.1085	     3.9262	     0.4901	     6.1965	    -0.9021	     1.8998	    -0.4860	     1.1865	     0.4425	     1.9900	     0.1802	     1.2255	     2.7217	     0.5627	     2.3450	     0.1788	     2.0589	    -0.1191	     1.7978	     1.0928	     5.3705	    -1.3091	    -0.9293	    -1.1858	
     2.2368	     2.3247	     1.9272	     0.8847	     2.8019	     0.1540	     2.8772	     1.2228	     1.2753	     1.2850	     3.8258	     0.6870	     4.2586	    -0.2707	     1.3822	    -0.2013	     1.2532	     0.5194	     1.9853	     0.2626	     1.2601	     2.9067	     0.7070	     2.7136	     0.1670	     1.4958	     0.2268	     1.8354	     1.2708	     6.3689	    -0.9954	    -0.5231	    -0.2941	
     2.2125	     2.1247	     1.8935	     0.8117	     2.8709	     0.0959	     2.8599	     1.3483	     1.5592	     1.5171	     3.4941	     0.9960	     0.4384	    -0.7813	     0.7532	     0.1650	     1.2242	     0.4841	     1.9468	     0.2469	     1.2263	     2.8926	     0.7800	     2.7293	     0.0878	     0.8221	     0.5107	     1.7735	     1.5210	     6.2042	    -0.6284	    -0.2180	     0.1702	
     1.8886	     1.6424	     1.6119	     0.4667	     2.5172	    -0.1660	     2.5470	     1.3381	     1.6031	     1.5257	     3.0666	     0.9834	    -2.8987	    -1.2754	     0.2646	     0.3728	     0.9952	     0.2347	     1.7649	     0.0022	     1.0177	     2.5883	     0.6545	     2.3481	    -0.2134	     0.3107	     0.5225	     1.4778	     1.5241	     5.3415	    -0.5068	    -0.2658	    -0.5278	
     1.2941	     0.9632	     1.0935	    -0.0400	     1.8772	    -0.4876	     2.0239	     1.1436	     1.4706	     1.3665	     2.6604	     0.5058	    -3.3857	    -0.6660	     0.1869	     0.3352	     0.5646	    -0.2029	     1.4182	    -0.4535	     0.5911	     2.0786	     0.3886	     1.7066	    -0.5961	     0.2425	     0.3327	     0.9233	     1.3351	     4.2098	    -0.6182	    -0.5897	    -2.5520	
     0.6682	     0.3295	     0.4496	    -0.5105	     1.1949	    -0.7495	     1.4733	     0.8330	     1.3608	     1.2630	     2.3130	    -0.0557	    -2.2548	     0.4681	     0.4630	     0.1877	     0.0305	    -0.7166	     0.9579	    -0.9923	     0.0382	     1.5131	     0.1008	     1.0180	    -0.9263	     0.5092	     0.0864	     0.2912	     1.1830	     2.8185	    -0.7037	    -0.9034	    -4.4436	
     0.2471	    -0.0211	    -0.1041	    -0.7662	     0.6200	    -0.8648	     1.0333	     0.5860	     1.2251	     1.1681	     2.0102	    -0.2910	    -1.6964	     0.6453	     0.8371	     0.2105	    -0.3985	    -1.1245	     0.5140	    -1.3828	    -0.4097	     1.0386	    -0.0741	     0.4117	    -1.0588	     0.8299	    -0.0218	    -0.1621	     1.0700	     1.1778	    -0.5358	    -0.9521	    -5.2616	
     0.0251	    -0.0430	    -0.4648	    -0.7380	     0.1989	    -0.7722	     0.7753	     0.5868	     1.2400	     1.2042	     1.6597	    -0.2683	    -1.2792	    -0.6017	     1.1884	     0.5477	    -0.5710	    -1.3088	     0.2826	    -1.4840	    -0.5932	     0.7680	    -0.0498	    -0.0706	    -0.9137	     1.1303	     0.0511	    -0.3927	     1.1233	    -0.3476	    -0.3202	    -0.7709	    -5.2256	
    -0.0502	     0.1593	    -0.6099	    -0.4886	    -0.0286	    -0.4930	     0.7243	     0.8526	     1.5121	     1.4536	     1.3514	    -0.1961	     0.3309	    -1.8212	     1.4849	     1.0959	    -0.4910	    -1.2413	     0.3367	    -1.3216	    -0.5391	     0.7374	     0.1353	    -0.3663	    -0.5537	     1.4197	     0.2495	    -0.4452	     1.4088	    -1.1460	    -0.3609	    -0.7011	    -4.6781	
     0.0204	     0.3820	    -0.5237	    -0.1639	     0.0350	    -0.1542	     0.8467	     1.1859	     1.6541	     1.5626	     1.3256	    -0.1122	     2.5496	    -1.1844	     1.7359	     1.6614	    -0.3209	    -1.0013	     0.5124	    -1.0260	    -0.3524	     0.8880	     0.4098	    -0.3263	    -0.1522	     1.6816	     0.5570	    -0.3378	     1.5712	    -1.0660	    -0.4292	    -0.8352	    -4.1558	
     0.0298	     0.3122	    -0.4492	    -0.0510	     0.1479	    -0.0319	     0.9008	     1.3099	     1.4384	     1.3775	     1.4244	    -0.2432	     3.4115	     0.9010	     1.8778	     1.9649	    -0.3412	    -0.9041	     0.4763	    -0.9170	    -0.3555	     0.9508	     0.5321	    -0.1859	    -0.0306	     1.8471	     0.7930	    -0.2876	     1.3892	    -0.8629	    -0.4276	    -0.9638	    -3.6978	
    -0.2721	    -0.1489	    -0.6852	    -0.3803	    -0.0646	    -0.2742	     0.6279	     1.1491	     1.1733	     1.1720	     1.2903	    -0.8416	     2.4861	     1.9990	     1.8214	     1.9398	    -0.7475	    -1.1896	     0.1344	    -1.2197	    -0.7508	     0.6324	     0.3212	    -0.3718	    -0.3545	     1.8048	     0.7021	    -0.5715	     1.1382	    -1.0237	    -0.7954	    -0.9458	    -3.0014	
    -0.6964	    -0.7395	    -1.0860	    -0.9599	    -0.5791	    -0.7079	     0.1008	     0.8699	     1.1702	     1.2144	     1.0511	    -1.6643	     1.5113	     0.7316	     1.6755	     1.8473	    -1.3051	    -1.6507	    -0.3095	    -1.7240	    -1.3116	     0.0763	    -0.0082	    -0.8251	    -0.8886	     1.6495	     0.3938	    -1.0028	     1.1649	    -1.0111	    -1.5122	    -0.9042	    -2.2626	
    -0.9317	    -1.1551	    -1.3887	    -1.4705	    -1.0873	    -1.0797	    -0.3768	     0.6589	     1.4039	     1.4653	     0.9593	    -2.2885	     1.1850	    -1.4707	     1.5861	     1.8559	    -1.7318	    -1.9997	    -0.5919	    -2.1396	    -1.7061	    -0.3684	    -0.2357	    -1.2133	    -1.3325	     1.5413	     0.1790	    -1.2499	     1.4465	    -0.5562	    -2.0220	    -0.9058	    -1.6312	
    -0.9795	    -1.3967	    -1.5314	    -1.8250	    -1.3853	    -1.3040	    -0.6121	     0.5334	     1.5945	     1.6465	     0.9366	    -2.5128	     0.4446	    -2.2996	     1.5523	     1.8402	    -1.9404	    -2.1973	    -0.6750	    -2.3702	    -1.8896	    -0.5644	    -0.3517	    -1.4297	    -1.6274	     1.4981	     0.1609	    -1.3244	     1.6355	    -0.1406	    -2.0942	    -0.9277	    -1.7489	
    -0.9960	    -1.5379	    -1.5644	    -2.0336	    -1.5147	    -1.4357	    -0.6544	     0.4330	     1.5545	     1.5430	     0.8652	    -2.3450	    -0.5506	    -1.3867	     1.4833	     1.5618	    -1.9780	    -2.3048	    -0.6868	    -2.4251	    -1.9162	    -0.5746	    -0.4459	    -1.5238	    -1.8094	     1.4542	     0.1084	    -1.3652	     1.5084	    -0.0245	    -1.7711	    -0.9262	    -2.8900	
    -1.0274	    -1.5551	    -1.4860	    -2.0987	    -1.5249	    -1.5000	    -0.5854	     0.3907	     1.4118	     1.2857	     0.8072	    -2.0007	    -0.5310	    -0.3342	     1.3288	     1.1830	    -1.8855	    -2.3189	    -0.5871	    -2.3859	    -1.8378	    -0.4797	    -0.5117	    -1.5215	    -1.9082	     1.3224	    -0.0940	    -1.3816	     1.2771	     0.0657	    -1.3852	    -0.8956	    -3.6907	
    -0.9489	    -1.4500	    -1.2624	    -2.0642	    -1.3987	    -1.5095	    -0.3674	     0.5115	     1.3874	     1.2269	     0.9099	    -1.7976	     0.4517	    -0.6770	     1.1233	     1.1202	    -1.7012	    -2.2264	    -0.2907	    -2.3247	    -1.6731	    -0.2492	    -0.4992	    -1.3607	    -1.9490	     1.1154	    -0.2242	    -1.3032	     1.2433	     0.4727	    -1.3334	    -0.8117	    -3.3402	
    -0.7364	    -1.2594	    -1.0036	    -2.0430	    -1.2277	    -1.5518	    -0.0905	     0.6926	     1.6494	     1.5461	     1.1209	    -1.7858	     1.1889	    -2.0369	     0.9994	     1.3116	    -1.5522	    -2.1228	     0.0607	    -2.3090	    -1.5335	     0.0120	    -0.5188	    -1.1552	    -1.9850	     0.9680	    -0.1536	    -1.1072	     1.5884	     1.0445	    -1.6009	    -0.7223	    -2.4438	
    -0.5231	    -0.9999	    -0.9385	    -2.1395	    -1.2403	    -1.7847	     0.0279	     0.6691	     2.0188	     1.9555	     1.1781	    -1.7427	     1.1505	    -2.6204	     1.0551	     1.3053	    -1.6094	    -2.1770	     0.1987	    -2.4369	    -1.6065	     0.0889	    -0.7603	    -1.1490	    -2.1780	     0.9711	    -0.1277	    -0.8923	     2.0394	     1.1339	    -1.8565	    -0.7701	    -1.8320	
    -0.3694	    -0.6407	    -1.0452	    -2.2116	    -1.4261	    -2.1181	    -0.0356	     0.4354	     2.0854	     2.0088	     0.9891	    -1.5725	     0.9364	    -1.7734	     1.1171	     0.9916	    -1.7945	    -2.2954	     0.1446	    -2.6251	    -1.8049	    -0.0280	    -1.1313	    -1.3521	    -2.4399	     1.0064	    -0.3065	    -0.6813	     2.1100	     0.5527	    -1.8667	    -0.9270	    -2.0148	
    -0.2125	    -0.2046	    -1.0358	    -2.0508	    -1.4551	    -2.2161	    -0.0254	     0.2903	     1.8204	     1.7241	     0.8676	    -1.3749	     1.3591	    -0.5625	     1.0386	     0.7085	    -1.7796	    -2.2413	     0.1658	    -2.5851	    -1.7884	    -0.0178	    -1.2693	    -1.4235	    -2.4274	     0.9468	    -0.4296	    -0.4327	     1.8088	    -0.0308	    -1.6816	    -1.1089	    -2.2916	
    -0.1200	     0.0550	    -0.8358	    -1.7105	    -1.1352	    -2.0075	     0.2601	     0.3656	     1.4518	     1.3665	     1.0660	    -1.2980	     2.5700	     0.1387	     0.9712	     0.6450	    -1.5208	    -2.0201	     0.3516	    -2.3239	    -1.4904	     0.2881	    -1.1188	    -1.1576	    -2.1207	     0.8699	    -0.3253	    -0.2743	     1.4041	     0.1010	    -1.5468	    -1.2862	    -1.7654	
    -0.1835	    -0.0650	    -0.5856	    -1.5105	    -0.5995	    -1.8083	     0.7306	     0.5091	     1.1490	     1.0865	     1.4644	    -1.4556	     3.4868	     0.2940	     1.0041	     0.7265	    -1.2345	    -1.8476	     0.5822	    -2.0745	    -1.1539	     0.7390	    -0.9007	    -0.6643	    -1.8313	     0.8817	    -0.1818	    -0.3268	     1.0865	     1.0178	    -1.6879	    -1.2587	    -0.8078	
    -0.1333	    -0.2995	    -0.3025	    -1.4336	     0.0044	    -1.7094	     1.2263	     0.6683	     1.0902	     1.0685	     1.8612	    -1.6643	     2.8829	    -0.0260	     1.0724	     0.9367	    -1.0134	    -1.7221	     0.8277	    -1.9146	    -0.9139	     1.2072	    -0.7149	    -0.1271	    -1.6902	     0.9546	    -0.1567	    -0.3652	     1.0332	     2.2907	    -1.9161	    -0.9732	     0.1569	
     0.3310	    -0.1630	     0.0943	    -1.2368	     0.5565	    -1.5526	     1.7039	     0.9232	     1.5412	     1.5414	     2.2377	    -1.5905	     1.1403	    -0.5209	     1.0896	     1.3587	    -0.7569	    -1.4562	     1.1516	    -1.6808	    -0.6834	     1.6645	    -0.5125	     0.3851	    -1.5121	     1.0440	    -0.1073	    -0.0382	     1.5163	     3.3894	    -1.8722	    -0.6760	     1.0714	
     0.9380	     0.2558	     0.3884	    -0.9474	     0.8255	    -1.4012	     1.9800	     1.1616	     2.3450	     2.2943	     2.4706	    -1.2847	    -0.5851	    -0.9107	     1.0104	     1.8300	    -0.5452	    -1.1896	     1.4167	    -1.4660	    -0.5132	     1.9554	    -0.3745	     0.6549	    -1.2933	     0.9915	     0.0394	     0.5030	     2.3445	     3.8796	    -1.6213	    -0.4580	     1.7348	
     1.2008	     0.5499	     0.3022	    -0.8297	     0.6310	    -1.4201	     1.8513	     1.1765	     2.7607	     2.6614	     2.3569	    -1.0941	    -1.5215	    -1.0754	     0.9508	     2.0049	    -0.5781	    -1.1794	     1.3782	    -1.4910	    -0.5602	     1.8511	    -0.4262	     0.4408	    -1.2392	     0.8856	     0.0997	     0.7884	     2.7609	     3.4098	    -1.5091	    -0.3489	     1.9497	
     1.1380	     0.6612	    -0.0013	    -0.7905	     0.2059	    -1.4522	     1.5204	     1.1177	     2.5976	     2.5382	     1.9702	    -0.9945	    -0.9576	    -0.3068	     1.0692	     2.0088	    -0.6855	    -1.2845	     1.1453	    -1.6040	    -0.6732	     1.5256	    -0.4404	    -0.0384	    -1.2141	     0.9836	     0.1303	     0.8018	     2.5954	     2.1534	    -1.4150	    -0.3662	     1.2125	
     1.1200	     0.8534	    -0.1253	    -0.5796	     0.0256	    -1.1863	     1.3972	     1.2706	     2.3984	     2.4237	     1.6989	    -0.6204	     0.7544	     1.3041	     1.2386	     2.1649	    -0.5750	    -1.1817	     1.0841	    -1.4824	    -0.5673	     1.3876	    -0.1580	    -0.2792	    -0.9420	     1.1852	     0.3421	     0.8669	     2.3954	     1.1715	    -0.9491	    -0.3835	    -0.0894	
     1.1866	     1.0887	     0.0512	    -0.3317	     0.2405	    -0.7746	     1.5604	     1.5655	     2.4705	     2.5319	     1.7773	    -0.0408	     1.8767	     2.1260	     1.1351	     2.3633	    -0.2809	    -0.9253	     1.2692	    -1.1671	    -0.3061	     1.5068	     0.2169	    -0.0988	    -0.5953	     1.1515	     0.5421	     0.9892	     2.4543	     1.3284	    -0.1688	    -0.2203	    -0.3317	
     1.1153	     1.1169	     0.2912	    -0.2980	     0.5989	    -0.5472	     1.8113	     1.8322	     2.6517	     2.6974	     1.9216	     0.2839	     1.4352	     1.4633	     0.8841	     2.5053	     0.0015	    -0.7480	     1.5178	    -0.9170	    -0.0246	     1.7452	     0.4341	     0.2306	    -0.4667	     0.9742	     0.5562	     0.9986	     2.6464	     2.0499	     0.4178	    -0.0054	     0.2651	
     0.9459	     0.9349	     0.3281	    -0.4196	     0.7691	    -0.4938	     1.9721	     2.0173	     2.7066	     2.6982	     1.7655	     0.2619	     0.2658	     0.5355	     0.9759	     2.6174	     0.1599	    -0.7104	     1.7045	    -0.8142	     0.1480	     1.9444	     0.5313	     0.3749	    -0.5145	     1.0801	     0.5005	     0.8904	     2.7044	     1.9707	     0.5480	     0.0299	     0.4235	
     0.9145	     0.7859	     0.2026	    -0.4588	     0.6632	    -0.4342	     1.9658	     2.0949	     2.5654	     2.4935	     1.3224	     0.2298	    -0.1851	     0.3520	     1.4096	     2.6284	     0.1983	    -0.7253	     1.7955	    -0.7860	     0.2060	     1.9711	     0.6043	     0.2219	    -0.5177	     1.4471	     0.4785	     0.8112	     2.5256	     0.5692	     0.5253	    -0.0603	     0.5310	
     1.0502	     0.8306	     0.0747	    -0.3176	     0.4616	    -0.2868	     1.9000	     2.1506	     2.3921	     2.3178	     0.9154	     0.3960	     0.5654	     0.3928	     1.8504	     2.5758	     0.2328	    -0.6931	     1.8810	    -0.7640	     0.2711	     1.9052	     0.7313	     0.0078	    -0.4071	     1.8299	     0.5774	     0.8449	     2.3170	    -1.2409	     0.5551	    -0.1168	     0.9114	
     1.0808	     0.9012	     0.0206	    -0.1929	     0.2844	    -0.1307	     1.8019	     2.1537	     2.1074	     2.0865	     0.7429	     0.6125	     1.8383	    -0.1429	     2.1068	     2.5107	     0.1881	    -0.6727	     1.8496	    -0.8064	     0.2821	     1.7790	     0.8004	    -0.1169	    -0.2824	     2.0730	     0.6142	     0.8551	     2.0347	    -2.2283	     0.4398	    -0.2172	     1.1584	
     0.9066	     0.8510	    -0.0123	    -0.2392	     0.1346	    -0.1244	     1.5619	     1.9514	     1.5741	     1.6151	     0.7813	     0.6219	     2.5120	    -0.8605	     2.0417	     2.2645	    -0.0346	    -0.7739	     1.5814	    -1.0040	     0.0554	     1.5139	     0.6545	    -0.2118	    -0.2494	     2.0275	     0.3429	     0.7296	     1.5092	    -1.9334	     0.1575	    -0.3615	     0.9608	
     0.7459	     0.8408	     0.0496	    -0.3749	     0.1424	    -0.2813	     1.3753	     1.6730	     1.3427	     1.3720	     1.0213	     0.4744	     1.7144	    -0.9028	     1.8284	     1.9194	    -0.2620	    -0.8931	     1.3202	    -1.1742	    -0.2371	     1.3115	     0.3980	    -0.1882	    -0.3498	     1.8463	    -0.0367	     0.6261	     1.2826	    -0.8064	    -0.1641	    -0.4360	     0.0965	
     0.7451	     0.9020	     0.2285	    -0.4666	     0.3926	    -0.4703	     1.4882	     1.6040	     1.9788	     1.9100	     1.3875	     0.2941	     0.0611	    -0.2017	     1.7884	     1.7578	    -0.2793	    -0.8751	     1.3641	    -1.1530	    -0.2857	     1.4362	     0.2670	     0.0267	    -0.5341	     1.7781	    -0.1685	     0.6355	     1.9241	     0.2006	    -0.5162	    -0.5685	    -0.7599	
     0.8698	     0.9459	     0.4402	    -0.3843	     0.7008	    -0.4515	     1.8129	     1.7875	     3.0870	     2.9060	     1.7036	     0.0776	    -0.4965	     0.4704	     1.7665	     1.7978	    -0.0997	    -0.6868	     1.6519	    -0.9405	    -0.0614	     1.7805	     0.3925	     0.3215	    -0.5608	     1.6911	    -0.0069	     0.7312	     3.0299	     0.5872	    -0.6974	    -0.7262	    -0.8736	
     1.0957	     1.0228	     0.7304	    -0.0917	     1.0004	    -0.1456	     2.1188	     2.1380	     3.7708	     3.5695	     1.9938	    -0.1726	     0.6227	     0.2838	     1.4739	     1.9947	     0.1717	    -0.3276	     2.0198	    -0.5821	     0.2907	     2.1076	     0.7690	     0.7286	    -0.2769	     1.3860	     0.2786	     0.9037	     3.7216	     0.9237	    -0.6213	    -0.5897	    -0.2635	
     1.3411	     1.1451	     1.1406	     0.2377	     1.3337	     0.2293	     2.2623	     2.5043	     3.6171	     3.5209	     2.2910	    -0.4024	     1.5363	    -0.7930	     0.9485	     2.3100	     0.4313	     0.0770	     2.2747	    -0.2048	     0.5848	     2.2331	     1.1556	     1.2399	     0.1137	     0.9107	     0.5185	     1.0982	     3.5993	     1.8044	    -0.6370	    -0.1482	     0.9459	
     1.4282	     1.1514	     1.4739	     0.3937	     1.6129	     0.3924	     2.1988	     2.6706	     2.8336	     2.8637	     2.4141	    -0.6714	     0.5019	    -2.1624	     0.4418	     2.6135	     0.5285	     0.3680	     2.3052	     0.0595	     0.6805	     2.1374	     1.2835	     1.6525	     0.3372	     0.4315	     0.6119	     1.1665	     2.8386	     2.7330	    -1.2103	     0.1122	     1.7082	
     1.2800	     0.8942	     1.5554	     0.3396	     1.6725	     0.3289	     1.9658	     2.6494	     1.8486	     1.9422	     2.2424	    -0.9521	    -2.0548	    -3.2353	     0.2308	     2.7813	     0.4846	     0.4543	     2.1358	     0.1520	     0.6052	     1.9029	     1.1878	     1.7356	     0.3301	     0.2315	     0.6095	     1.0394	     1.8606	     2.8240	    -2.0683	    -0.0650	     1.4423	
     1.0063	     0.4950	     1.4449	     0.2235	     1.5180	     0.2340	     1.7659	     2.6870	     1.3796	     1.4598	     1.9169	    -0.9804	    -3.9543	    -3.4243	     0.4614	     2.8723	     0.4595	     0.4143	     2.0527	     0.1536	     0.5283	     1.7201	     1.1196	     1.5529	     0.2219	     0.4794	     0.6244	     0.8159	     1.3822	     2.1762	    -2.4181	    -0.3184	     1.0737	
     0.7608	     0.2832	     1.2904	     0.2361	     1.2953	     0.2928	     1.7423	     2.8839	     1.8721	     1.8786	     1.6510	    -0.6737	    -3.2454	    -2.7184	     0.9139	     2.9241	     0.5771	     0.3908	     2.2747	     0.1795	     0.5981	     1.7178	     1.2466	     1.2980	     0.2054	     0.9460	     0.6095	     0.6551	     1.8559	     1.5872	    -2.1099	    -0.3395	     0.8055	
     0.5992	     0.3530	     1.1194	     0.3349	     1.0263	     0.4206	     1.7415	     3.0305	     2.5529	     2.4935	     1.4024	    -0.3443	    -0.6478	    -1.9906	     1.1132	     2.8252	     0.7065	     0.4190	     2.5719	     0.1826	     0.7260	     1.7311	     1.4011	     1.0329	     0.3027	     1.1476	     0.4056	     0.6292	     2.5272	     1.1111	    -1.6667	    -0.2540	     0.3655	
     0.5216	     0.5444	     0.9382	     0.4188	     0.7651	     0.4834	     1.5776	     2.9913	     2.3145	     2.2567	     1.1020	    -0.2518	     1.5089	    -1.4699	     0.7642	     2.5492	     0.7144	     0.4135	     2.6252	     0.1191	     0.7550	     1.5876	     1.4427	     0.7929	     0.4211	     0.7978	     0.1076	     0.6284	     2.2935	     0.4508	    -1.2840	    -0.2995	    -0.0149	
     0.6133	     0.7702	     0.9743	     0.6188	     0.8161	     0.7045	     1.4890	     2.9898	     1.3733	     1.4042	     1.0032	    -0.1757	     2.3034	    -0.3899	     0.2167	     2.3821	     0.7967	     0.5202	     2.5946	     0.2281	     0.8373	     1.5139	     1.5987	     0.8462	     0.6885	     0.2323	     0.0613	     0.6982	     1.3626	     0.1731	    -0.7774	    -0.4344	    -0.2768	
     0.8902	     1.0573	     1.3923	     1.0525	     1.3180	     1.2441	     1.7768	     3.2501	     0.9043	     1.0183	     1.3052	     0.1160	     1.5787	     1.0908	    -0.0985	     2.5476	     1.1544	     0.9225	     2.7829	     0.7002	     1.1808	     1.8127	     2.0450	     1.3591	     1.2117	    -0.1143	     0.3013	     0.9272	     0.9014	     0.9135	    -0.1947	    -0.4117	    -0.0541	
     1.2337	     1.3443	     2.0495	     1.5819	     1.9737	     1.8982	     2.2905	     3.6736	     1.4706	     1.6010	     1.8275	     0.4642	    -0.5451	     1.7582	    -0.1142	     2.8864	     1.6830	     1.5279	     3.1640	     1.3464	     1.6843	     2.3131	     2.6214	     2.0760	     1.7904	    -0.1567	     0.6597	     1.2755	     1.4653	     2.1903	     0.2814	    -0.2148	     0.5702	
