[Subject]	
[Date]	01/01/2007
[Time]	00:56:52
[Channels]	33
[Rate]	500.000000
[Type]	Average
[Points]	751
[Xmin]	-200.00000
[Sweeps]	110
[Accepted]	38
[Rejected]	72
[Domain]	Time
[Rows]	Points
[Electrode Labels]
[     FP1]	[     FP2]	[      F3]	[      F4]	[      C3]	[      C4]	[      P3]	[      P4]	[      O1]	[      O2]	[      F7]	[      F8]	[      T3]	[      T4]	[      T5]	[      T6]	[      CZ]	[      FZ]	[      PZ]	[     FCZ]	[     CPZ]	[     CP3]	[     CP4]	[     FC3]	[     FC4]	[     TP7]	[     TP8]	[     FPZ]	[      OZ]	[     FT7]	[     FT8]	[      A1]	[     BP1]	
[Electrode XUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Electrode YUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Average Data]
    -6.4420	    -6.4286	    -5.8332	    -7.2145	    -0.3823	    -2.3275	     1.2318	     1.6487	     4.2273	     4.1617	    -1.1661	    -2.6109	    -0.3098	     3.7479	     1.9264	     5.3922	    -1.8518	    -9.1899	     0.2301	    -8.1087	    -1.6418	     1.3021	     0.3212	    -2.7450	    -5.2994	     1.9420	     2.2055	    -6.2237	     4.2816	     1.7817	     0.7025	     0.9514	    -7.4686	
    -6.2012	    -6.2670	    -5.8740	    -7.2694	    -0.2842	    -2.6341	     1.5580	     1.5710	     5.2367	     5.1804	    -0.9441	    -2.5560	    -2.2078	     0.3606	     2.6323	     5.3208	    -1.8863	    -9.2260	     0.4261	    -8.1495	    -1.6135	     1.6072	     0.0937	    -2.7191	    -5.5009	     2.6534	     1.8440	    -6.0418	     5.3012	     1.3244	    -0.4111	     0.8612	    -5.9792	
    -5.9385	    -6.1298	    -5.9477	    -7.3219	    -0.2599	    -2.9047	     1.7659	     1.5396	     5.8131	     5.7922	    -0.8131	    -2.4446	    -0.9239	    -2.2863	     3.2079	     5.5467	    -1.8259	    -9.2432	     0.6395	    -8.1448	    -1.5296	     1.7876	    -0.0671	    -2.7779	    -5.6993	     3.2110	     2.0432	    -5.8065	     5.8635	     0.5425	    -1.4942	     0.8533	    -4.1676	
    -5.7495	    -6.0121	    -5.9532	    -7.2835	    -0.1117	    -2.9941	     1.9635	     1.5467	     6.0492	     6.0259	    -0.7010	    -2.4297	     2.2163	    -2.9161	     3.3130	     5.7859	    -1.6902	    -9.1970	     0.8716	    -8.0844	    -1.3680	     1.9837	    -0.0851	    -2.7175	    -5.7393	     3.3192	     2.4761	    -5.5940	     6.0854	     0.5425	    -2.1718	     0.9545	    -3.1449	
    -5.8491	    -6.1243	    -6.0653	    -7.3674	     0.0460	    -3.0639	     2.1062	     1.4447	     6.0625	     6.0235	    -0.7896	    -2.8007	     3.2257	    -2.0949	     3.1193	     5.7043	    -1.6369	    -9.2832	     0.9783	    -8.1323	    -1.3375	     2.1421	    -0.1353	    -2.6712	    -5.8358	     3.1482	     2.5082	    -5.6528	     6.0901	     1.3056	    -2.6863	     1.0557	    -2.8077	
    -6.1518	    -6.3486	    -6.3092	    -7.5094	     0.0460	    -3.0474	     2.1235	     1.3483	     5.8852	     5.8549	    -1.0735	    -3.2783	     1.5818	    -0.7679	     3.0158	     5.4627	    -1.6165	    -9.4691	     0.9751	    -8.2570	    -1.4002	     2.1687	    -0.1431	    -2.7818	    -5.9354	     3.0557	     2.2565	    -5.9163	     5.9254	     2.0883	    -3.0071	     1.0125	    -3.2367	
    -6.3134	    -6.3478	    -6.4112	    -7.3753	     0.0028	    -2.6937	     2.1886	     1.5012	     5.6021	     5.5961	    -1.2468	    -3.3293	     0.3992	     0.6084	     3.3303	     5.3694	    -1.4565	    -9.4887	     1.1053	    -8.2279	    -1.2873	     2.2276	     0.1549	    -2.9042	    -5.6813	     3.3514	     2.2047	    -6.0387	     5.6651	     2.3550	    -2.8165	     0.7271	    -4.4836	
    -6.3934	    -6.2529	    -6.4394	    -7.1118	    -0.0576	    -2.1965	     2.3423	     1.7671	     5.2766	     5.2808	    -1.3425	    -3.0971	     1.5646	     1.2288	     3.9608	     5.2902	    -1.2235	    -9.4299	     1.3367	    -8.1362	    -1.0512	     2.3617	     0.5557	    -3.0210	    -5.2398	     3.9701	     2.3106	    -6.0912	     5.3419	     1.8428	    -2.3561	     0.4055	    -5.6240	
    -6.7486	    -6.4866	    -6.7500	    -7.2647	    -0.2968	    -2.1228	     2.3666	     1.8235	     4.9614	     4.9640	    -1.6602	    -3.0705	     3.3770	     0.6908	     4.3483	     5.1255	    -1.2110	    -9.6840	     1.3727	    -8.2907	    -1.0190	     2.3891	     0.6200	    -3.3614	    -5.2531	     4.3788	     2.3255	    -6.4198	     5.0141	     0.6076	    -2.0597	     0.3663	    -6.3047	
    -7.3517	    -7.0293	    -7.2739	    -7.8788	    -0.6183	    -2.5878	     2.2741	     1.6855	     4.8179	     4.8056	    -2.1629	    -3.2979	     3.5166	    -0.3311	     4.2510	     4.9851	    -1.4188	   -10.2400	     1.2347	    -8.6914	    -1.2316	     2.3013	     0.3345	    -3.8037	    -5.8766	     4.3207	     2.2612	    -6.9672	     4.8761	    -0.8935	    -1.9577	     0.4620	    -6.8333	
    -7.8474	    -7.4850	    -7.6739	    -8.4348	    -0.7540	    -3.0819	     2.3039	     1.5969	     5.1002	     5.0565	    -2.5762	    -3.5151	     2.0971	    -1.5154	     4.1208	     4.9836	    -1.5804	   -10.6738	     1.2567	    -8.9910	    -1.3900	     2.3389	     0.0820	    -4.0743	    -6.5456	     4.2148	     2.2345	    -7.4111	     5.1514	    -2.1044	    -2.0910	     0.4879	    -7.3925	
    -8.1187	    -7.6944	    -7.8691	    -8.6419	    -0.7697	    -3.2160	     2.5078	     1.6934	     5.7464	     5.7043	    -2.8632	    -3.6885	     1.0572	    -2.8471	     4.3655	     5.1357	    -1.5624	   -10.8071	     1.4998	    -9.0130	    -1.3257	     2.5381	     0.0380	    -4.2139	    -6.7832	     4.4587	     2.2886	    -7.6793	     5.7937	    -2.8275	    -2.4706	     0.5279	    -8.0764	
    -8.3681	    -7.8740	    -8.0558	    -8.7046	    -0.9163	    -3.1870	     2.6442	     1.8479	     6.4562	     6.4219	    -3.1699	    -3.9426	     1.7614	    -3.6015	     4.7592	     5.3835	    -1.5459	   -10.8698	     1.6912	    -9.0020	    -1.2528	     2.6448	     0.0671	    -4.4406	    -6.7644	     4.8077	     2.4118	    -7.9711	     6.4917	    -3.3130	    -2.9381	     0.6047	    -8.3093	
    -8.6740	    -8.1399	    -8.3013	    -8.8568	    -1.1901	    -3.2247	     2.5729	     1.9271	     6.9197	     6.8494	    -3.4405	    -4.1841	     3.4037	    -3.1953	     4.8102	     5.5851	    -1.6471	   -11.0463	     1.6527	    -9.1369	    -1.3524	     2.5248	     0.0365	    -4.7394	    -6.8091	     4.8070	     2.5671	    -8.3170	     6.9011	    -3.7278	    -3.2220	     0.6298	    -8.1148	
    -8.8818	    -8.3399	    -8.4997	    -9.0513	    -1.4065	    -3.3447	     2.3713	     1.9012	     6.9636	     6.8337	    -3.5667	    -4.1700	     4.3056	    -2.2071	     4.4032	     5.5945	    -1.8118	   -11.2604	     1.4175	    -9.3345	    -1.5774	     2.2691	    -0.0247	    -4.9448	    -6.9542	     4.3984	     2.6604	    -8.5405	     6.8948	    -3.9325	    -3.0698	     0.6400	    -8.2230	
    -8.9438	    -8.4489	    -8.6205	    -9.2434	    -1.5085	    -3.5384	     2.0513	     1.7318	     6.4476	     6.3208	    -3.5918	    -4.0618	     4.2546	    -1.6126	     3.8110	     5.4016	    -2.0674	   -11.4565	     1.0285	    -9.5589	    -1.8864	     1.9507	    -0.1667	    -5.0311	    -7.1377	     3.8329	     2.5600	    -8.6244	     6.3944	    -3.5357	    -2.7600	     0.7537	    -8.4207	
    -8.8944	    -8.4779	    -8.5248	    -9.3469	    -1.4199	    -3.7070	     1.8090	     1.5577	     5.6539	     5.5388	    -3.3856	    -4.0328	     4.1425	    -1.1122	     3.4417	     5.3020	    -2.2972	   -11.5106	     0.6818	    -9.6828	    -2.1264	     1.7460	    -0.3102	    -4.8899	    -7.2381	     3.4604	     2.4384	    -8.5985	     5.6376	    -2.1318	    -2.5506	     0.8808	    -8.6458	
    -8.6489	    -8.2920	    -8.0597	    -9.0920	    -0.9814	    -3.5431	     1.9564	     1.7239	     5.2563	     5.1553	    -2.8240	    -3.8061	     4.1535	     0.4837	     3.4401	     5.5906	    -2.1788	   -11.2306	     0.7187	    -9.4404	    -2.0025	     1.9390	    -0.1361	    -4.3182	    -6.9707	     3.4337	     2.6518	    -8.3350	     5.2627	     0.0649	    -2.0863	     0.8784	    -8.9281	
    -8.2231	    -7.9258	    -7.4386	    -8.5572	    -0.4066	    -3.0623	     2.3305	     2.1624	     5.3708	     5.2934	    -2.2342	    -3.2814	     3.5582	     3.0656	     3.5318	     6.0266	    -1.8133	   -10.7192	     0.9939	    -8.9926	    -1.6394	     2.3327	     0.3149	    -3.5559	    -6.4397	     3.4917	     2.9694	    -7.9013	     5.3929	     1.8585	    -1.1734	     0.7835	    -8.6842	
    -7.7203	    -7.5775	    -7.0057	    -8.0835	    -0.0944	    -2.5345	     2.5078	     2.5412	     5.5198	     5.4651	    -1.9794	    -2.7544	     1.9701	     5.1321	     3.4471	     6.2713	    -1.5655	   -10.3098	     1.1657	    -8.6781	    -1.3869	     2.5185	     0.7776	    -3.0398	    -5.9221	     3.3843	     3.0376	    -7.5186	     5.5639	     2.3565	    -0.1743	     0.7718	    -7.8348	
    -7.2278	    -7.2976	    -6.8504	    -7.7494	    -0.1054	    -2.0483	     2.3956	     2.7953	     5.3849	     5.3749	    -2.0052	    -2.4493	     0.1035	     5.5399	     3.1923	     6.3843	    -1.4988	   -10.0683	     1.1665	    -8.5362	    -1.3155	     2.4079	     1.1548	    -2.9191	    -5.4617	     3.1420	     3.0486	    -7.2080	     5.4588	     1.7307	     0.5253	     0.8141	    -6.4749	
    -6.9714	    -7.2097	    -7.0692	    -7.6553	    -0.4081	    -1.7808	     2.0286	     2.8360	     4.8131	     4.8518	    -2.1935	    -2.4532	    -1.1255	     4.3133	     2.9233	     6.4196	    -1.6290	   -10.0612	     1.0065	    -8.5903	    -1.4339	     2.0527	     1.2960	    -3.2398	    -5.2892	     2.9380	     3.1404	    -7.0700	     4.8902	     0.5857	     0.6939	     0.7733	    -4.8985	
    -7.2537	    -7.5383	    -7.7045	    -8.0058	    -1.0559	    -2.0694	     1.4372	     2.5459	     4.1293	     4.1342	    -2.5574	    -2.7944	    -1.3725	     2.6044	     2.8582	     6.2933	    -2.0572	   -10.4322	     0.6253	    -8.9855	    -1.8119	     1.4425	     0.9980	    -3.9676	    -5.6609	     2.9255	     3.0823	    -7.3194	     4.1757	    -0.4723	     0.3167	     0.7773	    -3.8343	
    -7.8725	    -8.0567	    -8.4236	    -8.5885	    -1.7814	    -2.6796	     0.8984	     2.2212	     4.1489	     4.0628	    -2.9471	    -3.2869	    -0.5671	     1.5755	     3.1460	     6.1482	    -2.5160	   -10.9404	     0.2756	    -9.5000	    -2.2339	     0.8582	     0.5298	    -4.7652	    -6.2836	     3.2604	     2.7718	    -7.8189	     4.1475	    -1.0880	    -0.4213	     0.8518	    -3.6876	
    -8.2623	    -8.3148	    -8.7569	    -8.8732	    -2.1053	    -2.9666	     0.7275	     2.2753	     5.0147	     4.8934	    -3.0656	    -3.5206	     0.9066	     1.4343	     3.5695	     6.2768	    -2.5999	   -11.1302	     0.3195	    -9.6467	    -2.3358	     0.6825	     0.3996	    -5.1738	    -6.5283	     3.7286	     2.5349	    -8.1146	     4.9835	    -1.1813	    -1.1499	     0.8408	    -4.6687	
    -8.2976	    -8.2128	    -8.6244	    -8.6905	    -1.9469	    -2.6819	     0.8734	     2.7388	     5.9770	     5.9043	    -2.8609	    -3.3606	     2.2414	     1.7888	     3.6173	     6.8219	    -2.2878	   -10.9310	     0.7242	    -9.3675	    -2.0606	     0.8990	     0.7643	    -5.0625	    -6.2601	     3.7733	     2.8008	    -8.0770	     5.9403	    -0.9374	    -1.4777	     0.7561	    -5.9996	
    -8.2552	    -8.0167	    -8.2550	    -8.3438	    -1.5140	    -2.1863	     1.1541	     3.2941	     6.5495	     6.5090	    -2.5652	    -3.2116	     3.1339	     2.2876	     3.1162	     7.4493	    -1.8706	   -10.6314	     1.1861	    -8.9808	    -1.6692	     1.2362	     1.2819	    -4.6249	    -5.8915	     3.2212	     3.4517	    -7.9499	     6.5403	    -0.4661	    -1.5397	     0.7937	    -6.1612	
    -8.2262	    -7.9242	    -7.8441	    -8.1117	    -0.9124	    -1.8522	     1.5635	     3.6752	     6.8813	     6.8211	    -2.2782	    -3.3536	     3.4923	     2.7887	     2.4323	     7.6438	    -1.5020	   -10.3718	     1.6182	    -8.6483	    -1.3382	     1.6574	     1.6552	    -4.0194	    -5.6711	     2.5294	     3.9356	    -7.8707	     6.9168	     0.4602	    -1.5538	     1.0596	    -5.2036	
    -8.1038	    -7.8999	    -7.4613	    -8.0113	    -0.2654	    -1.6898	     1.9870	     3.8313	     7.0130	     6.9309	    -1.9817	    -3.5755	     2.4500	     3.3142	     1.9413	     7.3787	    -1.2573	   -10.1342	     1.9453	    -8.3566	    -1.1116	     2.1021	     1.8277	    -3.3732	    -5.5252	     2.0746	     3.9262	    -7.7515	     7.0760	     1.6342	    -1.3868	     1.3216	    -4.2625	
    -7.9297	    -7.9101	    -7.2762	    -8.0050	     0.0499	    -1.6624	     2.1360	     3.6313	     6.5927	     6.5560	    -1.7888	    -3.6438	     0.0164	     3.6608	     1.7500	     6.8807	    -1.2886	   -10.0299	     1.8778	    -8.2444	    -1.1257	     2.2691	     1.7383	    -2.9810	    -5.4500	     1.8761	     3.5474	    -7.6229	     6.6815	     2.2726	    -1.0346	     1.3302	    -3.7864	
    -7.8662	    -7.9783	    -7.3876	    -8.1070	    -0.1462	    -1.8781	     1.8811	     3.0188	     5.5119	     5.5537	    -1.7762	    -3.5936	    -1.4658	     3.0005	     1.9210	     6.2470	    -1.6408	   -10.1585	     1.2794	    -8.4522	    -1.4378	     2.0056	     1.3086	    -3.0681	    -5.5770	     1.9977	     3.0008	    -7.6213	     5.6376	     2.0671	    -0.7986	     1.2070	    -4.0280	
    -8.0223	    -8.2183	    -7.7146	    -8.4348	    -0.7156	    -2.4239	     1.4129	     2.1671	     4.4061	     4.4801	    -1.9111	    -3.7191	    -0.7757	     0.8461	     2.3445	     5.5247	    -2.1882	   -10.4753	     0.4457	    -8.8648	    -1.9664	     1.5123	     0.6027	    -3.5277	    -6.0225	     2.3491	     2.3898	    -7.8409	     4.5632	     1.2891	    -0.9366	     1.0416	    -4.8640	
    -8.3666	    -8.6575	    -8.0785	    -8.9689	    -1.3234	    -3.1007	     1.0137	     1.3600	     4.0799	     4.1005	    -2.1425	    -4.1700	     0.1552	    -1.8918	     2.6103	     4.8573	    -2.6784	   -10.8479	    -0.2091	    -9.2891	    -2.4872	     1.0637	    -0.1447	    -4.0876	    -6.6844	     2.5522	     1.8149	    -8.2268	     4.2259	     0.4688	    -1.5828	     0.9004	    -5.5118	
    -8.6379	    -9.0214	    -8.2942	    -9.4395	    -1.6638	    -3.5525	     0.8090	     0.8118	     4.3889	     4.3577	    -2.3636	    -4.6335	    -0.1185	    -3.6611	     2.4801	     4.3812	    -2.9184	   -11.0902	    -0.5526	    -9.5369	    -2.7852	     0.8214	    -0.6592	    -4.4139	    -7.1706	     2.3922	     1.3687	    -8.4824	     4.4910	     0.2900	    -2.6204	     0.9577	    -5.4585	
    -8.6419	    -9.0394	    -8.2472	    -9.5901	    -1.7171	    -3.5744	     0.7557	     0.5687	     4.6171	     4.5899	    -2.4562	    -4.6806	    -0.5514	    -3.3937	     2.2629	     4.1005	    -2.9301	   -11.1208	    -0.7275	    -9.5439	    -2.8087	     0.7665	    -0.8333	    -4.4147	    -7.1950	     2.1773	     1.1765	    -8.4268	     4.6612	     0.8162	    -3.3788	     1.0392	    -4.7025	
    -8.5093	    -8.7657	    -8.0793	    -9.4520	    -1.6669	    -3.3274	     0.7392	     0.5013	     4.3653	     4.3773	    -2.4656	    -4.2288	    -0.0636	    -1.6793	     2.3805	     3.9648	    -2.8721	   -11.0329	    -0.8883	    -9.3902	    -2.7115	     0.7829	    -0.7682	    -4.2861	    -6.8977	     2.3232	     1.2832	    -8.1938	     4.3883	     1.1982	    -3.1177	     0.9184	    -3.8719	
    -8.6583	    -8.6489	    -8.1640	    -9.4528	    -1.8590	    -3.2686	     0.4844	     0.2252	     3.5348	     3.6001	    -2.6742	    -3.7606	     0.4517	    -0.6425	     2.6174	     3.7021	    -3.0211	   -11.1490	    -1.2726	    -9.4240	    -2.8652	     0.5649	    -0.8552	    -4.4233	    -6.7958	     2.6141	     1.3256	    -8.2456	     3.5797	     0.5441	    -2.2440	     0.7961	    -3.7464	
    -9.2065	    -8.8841	    -8.5946	    -9.7979	    -2.3751	    -3.6223	    -0.0693	    -0.3677	     2.4784	     2.5539	    -3.1605	    -3.6940	    -0.3796	    -1.2118	     2.5311	     3.2268	    -3.4454	   -11.5890	    -1.8843	    -9.8012	    -3.3436	     0.0363	    -1.3070	    -4.9590	    -7.1259	     2.5600	     1.0777	    -8.7287	     2.5327	    -1.0292	    -1.7397	     0.8345	    -4.0688	
    -9.5697	    -9.0277	    -8.8879	   -10.0371	    -2.7515	    -3.9203	    -0.4717	    -0.7347	     2.0447	     2.0794	    -3.4444	    -3.7340	    -1.7694	    -1.9663	     2.3405	     3.0095	    -3.7003	   -11.8839	    -2.2537	   -10.0859	    -3.6354	    -0.3660	    -1.6466	    -5.4201	    -7.4169	     2.3804	     0.9758	    -9.0730	     2.0762	    -2.4408	    -1.7177	     0.8377	    -4.4672	
    -9.3893	    -8.8237	    -8.8362	    -9.9194	    -2.7876	    -3.8529	    -0.4764	    -0.5889	     2.4862	     2.4990	    -3.3205	    -3.5057	    -1.5254	    -1.6244	     2.4527	     3.2182	    -3.5897	   -11.7921	    -2.1141	    -9.9855	    -3.4981	    -0.4162	    -1.5281	    -5.5244	    -7.3487	     2.4902	     1.2291	    -8.8691	     2.5123	    -3.0024	    -1.7130	     0.7420	    -4.8632	
    -8.9956	    -8.5563	    -8.7185	    -9.7022	    -2.7633	    -3.6607	    -0.3846	    -0.3042	     3.1638	     3.1994	    -3.1565	    -3.1873	     0.8736	    -0.4809	     2.6856	     3.4432	    -3.3834	   -11.5945	    -1.7855	    -9.7863	    -3.2487	    -0.3692	    -1.2733	    -5.5307	    -7.1612	     2.7286	     1.5201	    -8.4817	     3.1993	    -2.9851	    -1.5703	     0.6855	    -4.8138	
    -8.6544	    -8.3430	    -8.6220	    -9.4614	    -2.7304	    -3.4097	    -0.2780	    -0.0799	     3.6156	     3.6840	    -3.0930	    -2.9230	     3.6343	     0.6084	     2.7664	     3.5695	    -3.1732	   -11.3937	    -1.4749	    -9.6051	    -3.0017	    -0.2876	    -0.9933	    -5.4679	    -6.9385	     2.8181	     1.7695	    -8.2221	     3.6581	    -2.5365	    -1.3962	     0.7381	    -4.3746	
    -8.4379	    -8.2003	    -8.4887	    -9.1634	    -2.5092	    -3.0529	    -0.0725	     0.1232	     3.8391	     3.8809	    -3.0475	    -2.7215	     4.7832	     1.1112	     2.6840	     3.7107	    -2.9270	   -11.1804	    -1.1973	    -9.3989	    -2.7578	    -0.0845	    -0.6458	    -5.1989	    -6.6115	     2.6988	     2.0032	    -8.1029	     3.8605	    -1.7295	    -1.2425	     0.8400	    -3.9464	
    -8.5140	    -8.2575	    -8.3860	    -8.9085	    -2.1414	    -2.6914	     0.1620	     0.3146	     3.8885	     3.8370	    -3.0122	    -2.7019	     4.3895	     1.2657	     2.4417	     3.8495	    -2.7309	   -11.0510	    -1.0138	    -9.2326	    -2.6048	     0.1289	    -0.3290	    -4.8280	    -6.2664	     2.4016	     2.1459	    -8.1978	     3.8957	    -0.8582	    -1.0872	     0.8824	    -3.8029	
    -8.8011	    -8.4340	    -8.2456	    -8.6905	    -1.6677	    -2.3306	     0.4083	     0.6166	     3.9991	     3.8832	    -2.9354	    -2.7850	     3.5966	     1.8499	     2.0849	     4.0918	    -2.4886	   -10.8886	    -0.7746	    -9.0059	    -2.4001	     0.3712	     0.0200	    -4.3872	    -5.9229	     2.0299	     2.3514	    -8.4346	     4.0314	     0.0398	    -0.7021	     0.8596	    -4.4099	
    -9.0277	    -8.5187	    -7.9993	    -8.4599	    -1.1681	    -1.9353	     0.6828	     1.0565	     4.4092	     4.2699	    -2.8381	    -2.6650	     2.3504	     3.0813	     1.7688	     4.4205	    -2.1310	   -10.5906	    -0.3597	    -8.6271	    -2.0276	     0.6567	     0.4757	    -3.9472	    -5.5778	     1.7052	     2.6573	    -8.6252	     4.4832	     0.8013	     0.0053	     0.8228	    -5.4530	
    -8.9179	    -8.3516	    -7.7052	    -8.1666	    -0.8199	    -1.5424	     0.8953	     1.4549	     4.9418	     4.7922	    -2.7848	    -2.2117	     0.5740	     4.0553	     1.6300	     4.5475	    -1.7451	   -10.2291	     0.0975	    -8.1809	    -1.6190	     0.8810	     0.8866	    -3.6163	    -5.2758	     1.5538	     2.7835	    -8.5585	     5.0180	     1.0013	     0.6437	     0.7247	    -6.0389	
    -8.4034	    -7.9830	    -7.4198	    -7.8607	    -0.6638	    -1.2208	     0.9526	     1.6816	     5.1818	     5.0597	    -2.7189	    -1.6611	    -0.4949	     3.9071	     1.6543	     4.4016	    -1.4533	    -9.9036	     0.3493	    -7.7903	    -1.3461	     0.9829	     1.1541	    -3.4273	    -5.0319	     1.5891	     2.7365	    -8.1099	     5.2188	     0.6492	     0.8570	     0.6039	    -5.6679	
    -7.8160	    -7.7187	    -7.3735	    -7.7533	    -0.7830	    -1.1471	     0.7510	     1.6189	     4.9324	     4.9012	    -2.8083	    -1.5349	    -0.5286	     2.9832	     1.5916	     4.0997	    -1.4557	    -9.7946	     0.2277	    -7.6727	    -1.3759	     0.8386	     1.1266	    -3.5535	    -4.9919	     1.5703	     2.6039	    -7.6080	     4.9498	    -0.1092	     0.5229	     0.6494	    -4.1770	
    -7.6458	    -7.8073	    -7.7280	    -7.9792	    -1.2622	    -1.3997	     0.2922	     1.2471	     4.3394	     4.3922	    -3.3205	    -1.9278	    -0.9239	     2.3974	     1.3876	     3.7632	    -1.8070	    -9.9993	    -0.2240	    -7.9111	    -1.7186	     0.3924	     0.7800	    -4.0665	    -5.2531	     1.3907	     2.3396	    -7.4770	     4.3938	    -1.3821	    -0.1335	     0.9514	    -2.5096	
    -7.8819	    -8.0246	    -8.3052	    -8.3485	    -1.9586	    -1.7934	    -0.2505	     0.8299	     3.6971	     3.7562	    -4.0851	    -2.3646	    -1.9442	     2.6154	     1.2982	     3.4613	    -2.2831	   -10.3146	    -0.7111	    -8.2781	    -2.1500	    -0.1652	     0.3557	    -4.7433	    -5.6492	     1.3162	     1.9443	    -7.6668	     3.7585	    -3.1788	    -0.6527	     1.1914	    -1.9591	
    -8.1525	    -7.9963	    -8.7491	    -8.6176	    -2.5916	    -2.1102	    -0.6591	     0.6040	     3.3387	     3.3617	    -4.7212	    -2.5858	    -1.9662	     2.6679	     1.4261	     3.2503	    -2.6352	   -10.5200	    -0.9612	    -8.5416	    -2.4660	    -0.6013	     0.0788	    -5.2970	    -5.9605	     1.4566	     1.5154	    -7.8276	     3.3773	    -4.9019	    -0.9546	     1.0361	    -2.3253	
    -8.1791	    -7.6764	    -8.8448	    -8.6489	    -2.8935	    -2.2459	    -0.8544	     0.6189	     3.5418	     3.4958	    -4.9674	    -2.6344	    -0.2643	     1.5598	     1.4614	     3.2237	    -2.7584	   -10.5114	    -0.9730	    -8.5848	    -2.5829	    -0.8115	    -0.0043	    -5.5464	    -6.0515	     1.5020	     1.3107	    -7.7452	     3.5538	    -5.3921	    -1.1954	     0.7412	    -2.8092	
    -7.9650	    -7.3109	    -8.5609	    -8.4952	    -2.7508	    -2.2584	    -0.7964	     0.8024	     4.1316	     4.0456	    -4.7243	    -2.6611	     1.6610	    -0.0896	     1.2261	     3.4095	    -2.6862	   -10.3185	    -0.8554	    -8.4264	    -2.5107	    -0.7354	     0.0192	    -5.3550	    -5.9754	     1.2746	     1.5099	    -7.4817	     4.1444	    -3.9976	    -1.4401	     0.7506	    -3.1402	
    -7.7007	    -7.1415	    -8.0825	    -8.3697	    -2.2135	    -2.3110	    -0.4348	     1.0691	     4.9543	     4.8942	    -4.1322	    -2.7913	     2.1740	    -1.1326	     1.0190	     3.8299	    -2.5176	   -10.0542	    -0.6844	    -8.1762	    -2.3241	    -0.3801	     0.0733	    -4.7574	    -5.9629	     1.0566	     1.9977	    -7.2754	     4.9992	    -1.5005	    -1.6362	     0.9780	    -3.1967	
    -7.5941	    -7.1634	    -7.6660	    -8.3760	    -1.5791	    -2.4129	     0.0930	     1.3357	     5.8296	     5.8322	    -3.6334	    -2.9262	     1.2273	    -1.3224	     0.9947	     4.3114	    -2.3741	    -9.8769	    -0.5393	    -7.9683	    -2.1594	     0.0975	     0.1071	    -4.0382	    -6.0570	     1.0244	     2.4722	    -7.2472	     5.9372	     0.5402	    -1.6118	     1.0973	    -3.3088	
    -7.6207	    -7.1658	    -7.4754	    -8.4176	    -1.2559	    -2.5580	     0.3267	     1.3491	     5.9668	     6.0353	    -3.4718	    -2.8289	    -0.2949	    -1.1083	     0.9351	     4.4965	    -2.4941	    -9.8903	    -0.6742	    -7.9480	    -2.2684	     0.3257	    -0.0161	    -3.6084	    -6.1534	     0.9515	     2.5976	    -7.2535	     6.1309	     1.2813	    -1.2950	     1.0557	    -3.3653	
    -7.6419	    -7.0144	    -7.5350	    -8.4293	    -1.4646	    -2.8027	    -0.0254	     0.9852	     4.9622	     5.0918	    -3.5565	    -2.5968	    -1.4572	    -0.8276	     0.6551	     4.2903	    -3.0109	   -10.0746	    -1.2420	    -8.2350	    -2.8252	     0.0214	    -0.3690	    -3.6594	    -6.2303	     0.6550	     2.3279	    -7.1915	     5.1443	     1.0688	    -0.8644	     1.0275	    -2.8218	
    -7.6066	    -6.7917	    -7.7515	    -8.5148	    -2.0614	    -3.1839	    -0.6960	     0.5052	     3.8226	     4.0087	    -3.7251	    -2.4579	    -1.7858	    -0.7193	     0.2199	     4.0299	    -3.7316	   -10.3655	    -1.9353	    -8.7307	    -3.6001	    -0.5950	    -0.8388	    -4.0696	    -6.4177	     0.2402	     1.9632	    -7.1139	     4.0016	     0.4955	    -0.7327	     1.0761	    -2.2555	
    -7.5313	    -6.6858	    -7.9633	    -8.7556	    -2.6629	    -3.6309	    -1.2073	     0.2362	     3.5285	     3.7397	    -3.8710	    -2.4446	    -1.7772	    -0.6966	    -0.0954	     3.9734	    -4.3559	   -10.6745	    -2.3729	    -9.2161	    -4.2479	    -1.1166	    -1.2050	    -4.5676	    -6.7448	    -0.0594	     1.6753	    -7.1123	     3.7020	    -0.2167	    -1.0519	     1.1310	    -2.1324	
