[Subject]	
[Date]	01/01/2007
[Time]	00:56:52
[Channels]	33
[Rate]	500.000000
[Type]	Average
[Points]	751
[Xmin]	-200.00000
[Sweeps]	110
[Accepted]	40
[Rejected]	70
[Domain]	Time
[Rows]	Points
[Electrode Labels]
[     FP1]	[     FP2]	[      F3]	[      F4]	[      C3]	[      C4]	[      P3]	[      P4]	[      O1]	[      O2]	[      F7]	[      F8]	[      T3]	[      T4]	[      T5]	[      T6]	[      CZ]	[      FZ]	[      PZ]	[     FCZ]	[     CPZ]	[     CP3]	[     CP4]	[     FC3]	[     FC4]	[     TP7]	[     TP8]	[     FPZ]	[      OZ]	[     FT7]	[     FT8]	[      A1]	[     BP1]	
[Electrode XUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Electrode YUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Average Data]
     2.9200	     3.0320	     2.8643	     2.9786	     4.0867	     2.3710	     3.6559	     1.1098	     0.5615	     0.5514	     2.6924	     3.2174	     2.0059	     1.8341	     3.3618	    -0.3554	     3.0336	     2.3014	     2.4543	     2.5777	     3.0099	     3.6437	     1.8589	     3.5511	     2.6466	     3.3643	     0.8219	     2.6810	     0.6409	     2.4973	     2.7379	    -0.1807	     3.0275	
     2.9670	     3.2391	     3.0386	     3.1909	     4.2201	     2.5334	     3.7617	     1.1120	     0.4974	     0.4665	     2.8414	     3.3232	     3.1041	     1.5197	     3.6151	    -0.6154	     3.1893	     2.5152	     2.4856	     2.7543	     3.1231	     3.7323	     1.9453	     3.6934	     2.8277	     3.6370	     0.7064	     2.7897	     0.5262	     2.8057	     2.8921	    -0.2917	     3.3963	
     2.8336	     3.1884	     3.0603	     3.1686	     4.2640	     2.4812	     3.7363	     0.8684	     0.3462	     0.2668	     2.8437	     3.0505	     4.2291	     1.1234	     3.6308	    -1.2778	     3.1379	     2.5614	     2.2993	     2.7565	     3.0442	     3.7197	     1.7986	     3.7321	     2.8173	     3.6489	     0.2341	     2.7123	     0.3168	     3.0948	     2.7833	    -0.4772	     3.4179	
     2.8835	     3.1817	     3.1929	     3.2542	     4.3870	     2.5341	     3.7222	     0.7008	     0.1547	     0.0611	     2.9659	     2.7615	     4.2552	     1.5168	     3.2553	    -1.8798	     3.1737	     2.6948	     2.1414	     2.8757	     3.0673	     3.7495	     1.7315	     3.8923	     2.9186	     3.2801	    -0.0893	     2.7629	     0.1179	     3.9762	     2.6999	    -0.6240	     3.1996	
     3.2046	     3.3397	     3.5103	     3.4897	     4.5777	     2.7874	     3.6924	     0.7321	    -0.2707	    -0.3471	     3.3116	     2.6661	     3.3753	     2.7118	     2.6063	    -2.1137	     3.3674	     2.9943	     2.0751	     3.1827	     3.2617	     3.7316	     1.8708	     4.2037	     3.1905	     2.6699	    -0.0602	     3.0408	    -0.3113	     5.2942	     2.7573	    -0.6128	     3.5445	
     3.5422	     3.5028	     3.8008	     3.6782	     4.6865	     3.0490	     3.6149	     0.8677	    -0.8325	    -0.9089	     3.5962	     2.6296	     2.5207	     3.1939	     2.2621	    -2.1309	     3.5603	     3.2737	     2.0460	     3.4614	     3.4711	     3.6370	     2.0899	     4.4608	     3.4260	     2.3413	     0.0411	     3.3232	    -0.8864	     5.9968	     2.7863	    -0.4116	     4.3477	
     3.6643	     3.5274	     3.8567	     3.6856	     4.6224	     3.1585	     3.5247	     0.9876	    -0.9852	    -1.1369	     3.5515	     2.4046	     1.6773	     1.8677	     2.3493	    -2.1331	     3.6661	     3.3452	     2.0602	     3.5523	     3.5977	     3.5297	     2.2434	     4.4690	     3.4826	     2.3972	     0.0374	     3.4029	    -1.0809	     5.5341	     2.4570	    -0.1129	     4.9780	
     3.5503	     3.4157	     3.6824	     3.5485	     4.4198	     3.1331	     3.4249	     1.1061	    -0.5330	    -0.7733	     3.2311	     1.9687	     0.3243	     0.3545	     2.4588	    -2.1085	     3.7220	     3.2662	     2.1630	     3.5299	     3.6432	     3.4291	     2.2955	     4.2335	     3.4088	     2.4695	    -0.0386	     3.2889	    -0.6555	     4.3048	     1.7142	     0.0905	     4.8730	
     3.4118	     3.3389	     3.4730	     3.4614	     4.1925	     3.1548	     3.3511	     1.3184	     0.1644	    -0.1132	     2.8757	     1.6811	    -0.2405	     0.6458	     2.4871	    -1.9089	     3.8464	     3.3132	     2.4044	     3.5970	     3.7617	     3.3605	     2.4199	     3.9221	     3.4357	     2.5119	     0.0426	     3.2010	     0.0449	     2.8705	     1.1397	     0.0793	     3.9178	
     3.3976	     3.4313	     3.3829	     3.5679	     3.9973	     3.3164	     3.2871	     1.6298	     0.4706	     0.2176	     2.6343	     1.8331	     1.0879	     1.4385	     2.4916	    -1.5155	     4.0200	     3.5188	     2.6368	     3.7788	     3.9643	     3.3069	     2.6621	     3.6844	     3.6152	     2.5678	     0.3942	     3.2606	     0.3973	     1.5488	     1.1666	     0.0346	     3.0953	
     3.3313	     3.4902	     3.2860	     3.6700	     3.7499	     3.3507	     3.1045	     1.7789	     0.1011	    -0.0834	     2.4086	     2.2101	     2.6995	     0.6048	     2.3522	    -1.1943	     4.0238	     3.6149	     2.6204	     3.8697	     3.9896	     3.1363	     2.7448	     3.4438	     3.6487	     2.4389	     0.7243	     3.2644	     0.0560	     0.5467	     1.3878	     0.1658	     3.0699	
     3.1361	     3.3687	     3.1556	     3.5918	     3.4728	     3.1421	     2.8438	     1.7215	    -0.4339	    -0.5222	     2.2126	     2.4612	     3.5399	    -0.8183	     2.1727	    -1.0416	     3.8405	     3.5062	     2.4096	     3.7721	     3.8138	     2.8986	     2.5786	     3.2314	     3.4342	     2.1886	     0.7727	     3.1168	    -0.4662	     0.1988	     1.2701	     0.3818	     3.2562	
     3.0422	     3.2301	     3.1742	     3.5038	     3.3759	     2.9707	     2.7394	     1.7163	    -0.5620	    -0.5990	     2.2596	     2.5707	     4.3185	    -0.4673	     2.1801	    -0.9433	     3.7108	     3.4652	     2.3261	     3.6879	     3.6767	     2.8003	     2.4632	     3.2374	     3.2218	     2.1282	     0.6207	     3.0356	    -0.6056	     0.6450	     0.9222	     0.4139	     3.1288	
     3.1145	     3.2279	     3.3598	     3.5485	     3.5220	     3.0363	     2.8706	     1.9227	    -0.3184	    -0.3404	     2.5315	     2.6959	     4.9861	     1.4899	     2.3470	    -0.7808	     3.7384	     3.6120	     2.4453	     3.7624	     3.6946	     2.9046	     2.5772	     3.4631	     3.2300	     2.2877	     0.5313	     3.1131	    -0.3716	     1.4579	     0.8484	     0.2865	     2.8434	
     3.2538	     3.2808	     3.5624	     3.6543	     3.7790	     3.2427	     3.1544	     2.2505	     0.1040	     0.1006	     2.7774	     2.8084	     5.0390	     2.9331	     2.4379	    -0.4538	     3.8107	     3.7841	     2.6212	     3.9181	     3.7833	     3.1147	     2.8566	     3.6993	     3.3358	     2.4248	     0.6885	     3.2673	     0.0657	     1.8640	     1.1055	     0.1308	     2.5864	
     3.4565	     3.3337	     3.7219	     3.7087	     3.9861	     3.3909	     3.4361	     2.4941	     0.3633	     0.3845	     2.9405	     2.7160	     4.4914	     2.6746	     2.2844	    -0.1013	     3.8256	     3.8787	     2.7054	     4.0231	     3.8198	     3.3099	     3.0585	     3.8387	     3.4081	     2.3003	     0.9188	     3.4812	     0.3474	     1.6516	     1.1628	    -0.1002	     2.4471	
     3.7418	     3.4470	     3.9566	     3.7467	     4.2014	     3.4155	     3.6395	     2.5686	     0.3574	     0.4031	     3.2579	     2.4351	     3.7076	     1.3230	     2.0632	     0.0186	     3.8189	     3.9808	     2.7151	     4.1192	     3.8086	     3.5177	     3.1039	     4.0257	     3.5273	     2.1014	     0.9419	     3.7360	     0.3273	     1.5793	     0.8775	    -0.3200	     2.8136	
     4.0235	     3.6161	     4.2300	     3.8205	     4.4466	     3.4043	     3.8377	     2.6223	     0.4863	     0.5529	     3.7504	     2.2578	     3.0161	     0.2397	     2.1414	     0.0566	     3.8338	     4.1037	     2.8089	     4.2258	     3.8004	     3.7979	     3.1076	     4.2790	     3.6651	     2.1938	     0.7958	     3.9677	     0.4405	     2.2894	     0.7523	    -0.3520	     3.9320	
     4.1218	     3.6891	     4.3425	     3.8093	     4.5203	     3.3351	     3.9599	     2.6632	     0.8357	     0.8993	     4.1766	     2.3137	     2.2256	     0.3276	     2.4439	     0.1691	     3.7295	     4.0709	     2.9244	     4.1580	     3.6626	     3.9469	     3.0942	     4.3676	     3.6525	     2.4926	     0.6461	     4.0534	     0.7825	     3.2468	     1.0861	    -0.2574	     5.1941	
     4.0279	     3.5669	     4.2337	     3.6476	     4.3311	     3.2106	     3.8690	     2.6051	     1.1471	     1.1653	     4.3822	     2.4552	     1.4627	     1.3990	     2.5378	     0.2168	     3.4136	     3.8332	     2.8894	     3.8525	     3.3429	     3.8404	     3.0033	     4.1993	     3.4967	     2.5552	     0.5492	     3.9692	     1.0947	     3.6178	     1.7365	    -0.1509	     5.3885	
     3.8692	     3.3248	     4.0229	     3.3772	     3.9951	     3.0750	     3.6186	     2.4911	     1.2783	     1.2704	     4.3979	     2.5156	     1.5931	     2.4995	     2.2576	     0.2444	     2.9911	     3.4816	     2.7061	     3.4129	     2.9346	     3.5878	     2.8275	     3.9139	     3.3313	     2.2698	     0.5418	     3.8090	     1.2206	     3.3839	     2.4332	    -0.1002	     4.3090	
     3.7627	     3.1430	     3.8709	     3.0769	     3.7954	     2.9104	     3.4502	     2.3935	     1.1099	     1.1512	     4.3979	     2.4806	     3.0422	     2.8504	     1.8739	     0.3680	     2.6216	     3.1619	     2.5064	     3.0158	     2.5748	     3.4417	     2.6211	     3.7694	     3.1451	     1.9040	     0.6088	     3.7077	     1.0507	     3.3101	     2.9689	    -0.1106	     3.1854	
     3.7873	     3.1154	     3.9528	     2.8877	     4.0197	     2.7956	     3.6685	     2.4516	     1.0242	     1.1117	     4.6579	     2.4500	     4.8706	     2.6165	     1.7271	     0.6020	     2.5217	     3.0338	     2.5489	     2.8355	     2.4734	     3.6757	     2.5466	     3.9981	     2.9774	     1.7460	     0.7094	     3.7449	     0.9553	     4.1006	     3.3444	    -0.1568	     2.9783	
     3.8797	     3.1594	     4.2278	     2.8512	     4.6015	     2.8195	     4.2281	     2.7191	     1.4787	     1.5565	     5.0580	     2.4940	     5.1172	     2.5010	     1.8650	     0.9090	     2.7378	     3.0897	     2.9319	     2.8944	     2.6850	     4.2337	     2.6979	     4.5442	     2.9022	     1.8645	     0.8733	     3.8410	     1.4091	     5.5244	     3.4986	    -0.0905	     3.7420	
     3.7836	     3.0975	     4.3768	     2.8027	     5.0083	     2.8448	     4.6356	     2.9449	     2.0457	     2.1354	     5.0654	     2.4478	     2.8582	     2.6515	     1.9395	     1.0811	     2.9606	     3.1061	     3.2932	     2.9413	     2.9056	     4.6376	     2.8402	     4.9413	     2.8247	     1.9681	     0.9858	     3.7650	     2.0088	     6.5325	     3.1745	     0.2120	     4.9043	
     3.4051	     2.9232	     4.1473	     2.6455	     4.8653	     2.7100	     4.5693	     2.8726	     2.2059	     2.3440	     4.4508	     2.0924	    -0.3575	     2.6254	     1.7666	     1.0088	     2.8905	     2.9079	     3.2768	     2.7826	     2.8385	     4.5616	     2.7336	     4.8043	     2.6526	     1.8235	     0.8741	     3.4447	     2.2480	     6.4058	     2.3132	     0.5554	     5.5301	
     2.9960	     2.7570	     3.6585	     2.4786	     4.3117	     2.4686	     4.2027	     2.6200	     2.2170	     2.3574	     3.6379	     1.6014	    -2.1404	     2.0234	     1.6929	     0.8583	     2.6059	     2.6218	     3.0280	     2.4801	     2.5539	     4.1987	     2.4699	     4.2082	     2.4865	     1.7594	     0.6483	     3.1057	     2.2935	     5.3091	     1.3528	     0.6285	     5.3029	
     2.8455	     2.7310	     3.2495	     2.4459	     3.7514	     2.2763	     3.9680	     2.5172	     2.6685	     2.7739	     3.1357	     1.4010	    -1.5436	     0.9483	     2.0721	     0.9127	     2.4256	     2.4690	     2.9632	     2.3035	     2.3632	     3.9566	     2.2940	     3.5451	     2.3993	     2.1387	     0.5894	     3.0118	     2.7427	     3.9218	     0.8581	     0.4124	     4.3410	
     2.8343	     2.7168	     2.9999	     2.4287	     3.3178	     2.1184	     3.9330	     2.6021	     3.6319	     3.7239	     2.8973	     1.5031	     0.4859	    -0.2058	     2.6018	     1.2025	     2.3899	     2.4109	     3.1613	     2.2581	     2.3170	     3.9216	     2.2337	     3.0742	     2.2674	     2.6744	     0.7422	     3.0639	     3.7039	     2.7074	     0.8149	     0.2596	     3.0938	
     2.5497	     2.4434	     2.7458	     2.2238	     2.8969	     1.7846	     3.7654	     2.4807	     4.2108	     4.2439	     2.5591	     1.5433	     2.3389	    -0.9807	     2.7576	     1.3769	     2.2684	     2.2485	     3.1979	     2.1039	     2.1784	     3.7420	     2.0042	     2.6697	     1.9403	     2.8487	     0.7705	     2.8538	     4.2373	     1.7686	     0.6860	     0.3617	     2.1878	
     1.9976	     1.9866	     2.4903	     1.9534	     2.5109	     1.3666	     3.3198	     2.0881	     3.6908	     3.6397	     2.1307	     1.3988	     3.3760	    -1.2139	     2.6361	     1.2144	     2.0188	     2.0086	     2.8611	     1.8222	     1.9169	     3.3032	     1.5967	     2.3351	     1.6013	     2.7325	     0.4568	     2.3502	     3.6316	     1.3461	     0.3872	     0.4847	     1.6208	
     1.6817	     1.8004	     2.4977	     1.9705	     2.4528	     1.2243	     3.0174	     1.8474	     2.6812	     2.5742	     2.0085	     1.3108	     4.1300	    -1.3532	     2.6518	     1.0460	     1.9302	     2.0071	     2.5333	     1.7731	     1.8491	     2.9940	     1.4022	     2.3426	     1.5991	     2.7466	     0.1812	     2.0432	     2.5796	     1.7746	     0.3470	     0.4318	     1.3801	
     1.9976	     2.1826	     2.9112	     2.3676	     2.8566	     1.4434	     3.1731	     1.9636	     1.9227	     1.7904	     2.4183	     1.4762	     4.6732	    -1.5149	     2.8142	     1.0796	     2.2118	     2.4109	     2.5832	     2.1285	     2.1359	     3.1378	     1.5751	     2.8313	     1.9724	     2.8994	     0.3130	     2.3233	     1.8293	     2.7320	     0.6815	     0.2649	     1.4479	
     2.6421	     2.7205	     3.4425	     2.7551	     3.3536	     1.6266	     3.4353	     2.0799	     1.2529	     1.1221	     3.0642	     1.7318	     3.9996	    -1.1528	     2.6555	     1.0997	     2.5419	     2.8773	     2.7218	     2.5472	     2.4660	     3.3926	     1.7568	     3.4557	     2.2711	     2.7310	     0.6982	     2.8918	     1.1796	     3.2885	     1.1077	     0.2462	     1.5001	
     3.1376	     2.9396	     3.6734	     2.8415	     3.4959	     1.5514	     3.3735	     1.9599	     0.5660	     0.4694	     3.5686	     1.8316	     2.2435	    -0.0926	     2.1548	     1.0483	     2.5448	     3.0599	     2.5921	     2.6217	     2.4943	     3.3456	     1.7107	     3.7157	     2.2108	     2.2191	     1.0901	     3.2606	     0.5239	     3.0441	     1.3856	     0.3193	     1.4576	
     3.3693	     2.8867	     3.5818	     2.7640	     3.2314	     1.3510	     3.0025	     1.7118	     0.1420	     0.0880	     3.7914	     1.8093	     1.3070	     0.8328	     1.7666	     1.0192	     2.2401	     2.9228	     2.2285	     2.3542	     2.2060	     3.0074	     1.4894	     3.5220	     1.9999	     1.8190	     1.2108	     3.3545	     0.1268	     2.2573	     1.3662	     0.1181	     1.2319	
     3.3708	     2.7988	     3.3374	     2.6366	     2.7911	     1.0649	     2.5785	     1.3497	     0.1033	     0.0522	     3.7601	     1.7489	     2.1407	     0.4342	     1.5729	     0.7942	     1.7946	     2.6113	     1.7636	     1.9072	     1.7537	     2.6073	     1.1370	     3.0712	     1.7883	     1.6015	     0.8733	     3.3292	     0.0844	     1.2724	     1.0377	    -0.2395	     0.9368	
     3.2426	     2.7079	     3.0901	     2.4719	     2.4819	     0.7043	     2.3058	     0.8669	     0.3089	     0.2385	     3.6439	     1.6379	     3.3708	    -0.8831	     1.3434	     0.2526	     1.3498	     2.3014	     1.3076	     1.4586	     1.3067	     2.3495	     0.6758	     2.6674	     1.5440	     1.3295	     0.2743	     3.2547	     0.2855	     0.6607	     0.6905	    -0.3021	     1.0709	
     3.0147	     2.5395	     2.8427	     2.2462	     2.3299	     0.4003	     2.1412	     0.3655	     0.2270	     0.1655	     3.6126	     1.4315	     3.1547	    -1.3361	     0.9694	    -0.3502	     0.9623	     2.0391	     0.8375	     1.0958	     0.9081	     2.1588	     0.2220	     2.4506	     1.2534	     0.9399	    -0.2189	     3.1228	     0.2237	     0.8782	     0.4960	    -0.0548	     1.7348	
     2.8053	     2.3249	     2.6430	     2.0599	     2.2248	     0.2781	     1.9534	     0.0593	    -0.4018	    -0.4321	     3.7027	     1.2356	     1.7987	    -0.1812	     0.6200	    -0.6549	     0.6501	     1.8678	     0.3465	     0.8902	     0.5937	     1.9121	    -0.0060	     2.4089	     1.0954	     0.6418	    -0.3821	     2.9894	    -0.4111	     1.8580	     0.4349	     0.0868	     2.2913	
     2.8351	     2.2869	     2.6587	     2.1151	     2.2367	     0.4129	     1.8744	     0.0801	    -0.9748	    -0.9834	     3.8808	     1.2907	     1.1759	     1.3595	     0.7139	    -0.5789	     0.5384	     1.9266	     0.0597	     0.9379	     0.4916	     1.7885	     0.1244	     2.5542	     1.2392	     0.7983	    -0.2838	     3.0252	    -1.0340	     3.1298	     0.5668	    -0.0868	     2.1446	
     3.0929	     2.4866	     2.8494	     2.3512	     2.3351	     0.6514	     1.9176	     0.2537	    -1.0322	    -1.1034	     4.0417	     1.6275	     2.0118	     1.6397	     1.2019	    -0.4076	     0.5674	     2.1524	    -0.0215	     1.1219	     0.5229	     1.8503	     0.3897	     2.7404	     1.5633	     1.3348	    -0.1668	     3.2494	    -1.1934	     4.0835	     0.7888	    -0.2708	     1.6789	
     3.3812	     2.7727	     2.9768	     2.5643	     2.3708	     0.7728	     1.9273	     0.3267	    -0.9308	    -1.0393	     4.0730	     2.0417	     3.1555	     0.6868	     1.5319	    -0.3398	     0.5600	     2.3170	    -0.0722	     1.2374	     0.5423	     1.9233	     0.5245	     2.7658	     1.8233	     1.6752	    -0.1169	     3.5318	    -1.1331	     4.3823	     0.9728	    -0.2924	     1.6543	
     3.4028	     2.8867	     2.8934	     2.5509	     2.1935	     0.6745	     1.8431	     0.3051	    -0.7557	    -0.8448	     3.8666	     2.2779	     3.2046	    -0.4673	     1.2861	    -0.3234	     0.4140	     2.2478	    -0.1177	     1.1457	     0.3999	     1.8488	     0.4500	     2.5497	     1.7876	     1.4331	    -0.1534	     3.6004	    -0.9267	     4.0254	     0.9810	    -0.2366	     2.1624	
     3.1093	     2.7265	     2.5857	     2.2514	     1.8158	     0.4033	     1.6666	     0.2276	    -0.2156	    -0.2957	     3.4055	     2.2019	     2.0669	    -1.0053	     0.6230	    -0.3904	     0.1368	     1.9445	    -0.2160	     0.8596	     0.0975	     1.6171	     0.2511	     2.1518	     1.4449	     0.7760	    -0.3426	     3.3657	    -0.3329	     3.3384	     0.7702	    -0.1442	     2.8092	
     2.9245	     2.6684	     2.3904	     2.0763	     1.5505	     0.3310	     1.5608	     0.3096	     0.6159	     0.4918	     3.0277	     2.1632	     0.9121	     0.1503	     0.1305	    -0.4605	     0.0019	     1.7731	    -0.2354	     0.7017	    -0.0605	     1.4659	     0.2719	     1.9000	     1.2564	     0.2798	    -0.4358	     3.2323	     0.5143	     2.8549	     0.8656	    -0.0354	     3.3732	
     3.2128	     3.1020	     2.6207	     2.4250	     1.6615	     0.8406	     1.7321	     0.8110	     1.4407	     1.2726	     3.1305	     2.5379	     0.4099	     3.1246	     0.2534	    -0.1922	     0.2366	     2.0831	     0.0328	     0.9706	     0.2033	     1.6320	     0.8233	     2.0356	     1.6550	     0.3401	    -0.0468	     3.5795	     1.2869	     2.9130	     1.6792	    -0.0153	     3.7599	
     3.6696	     3.6496	     2.9843	     2.9860	     1.8478	     1.5380	     1.9400	     1.4041	     1.8974	     1.7167	     3.4569	     3.0751	     0.2833	     5.7055	     0.6855	     0.2622	     0.5235	     2.5242	     0.3346	     1.3447	     0.5333	     1.8563	     1.5266	     2.2636	     2.2905	     0.7067	     0.5082	     4.0861	     1.7011	     3.2013	     2.6671	    -0.0622	     3.5766	
     3.7634	     3.7405	     2.9999	     3.1410	     1.6817	     1.7533	     1.8595	     1.5933	     1.8527	     1.6928	     3.4904	     3.2681	     0.2363	     5.6138	     0.9605	     0.4232	     0.4512	     2.5592	     0.2817	     1.3365	     0.4692	     1.8153	     1.7606	     2.1898	     2.4917	     0.9570	     0.6237	     4.1957	     1.6624	     3.2215	     3.0888	     0.0056	     3.1735	
     3.4833	     3.4239	     2.7227	     2.8944	     1.3002	     1.5395	     1.6196	     1.4987	     1.7618	     1.6243	     3.2155	     3.0096	    -0.0326	     3.2341	     1.0886	     0.3308	     0.1741	     2.2597	     0.0738	     1.0355	     0.1988	     1.6156	     1.5922	     1.8717	     2.2383	     1.0762	     0.4300	     3.9103	     1.6207	     2.8489	     2.9174	     0.3543	     3.3411	
     3.1018	     3.0841	     2.4262	     2.6105	     0.9150	     1.3316	     1.3670	     1.4339	     1.7842	     1.6526	     2.8861	     2.5670	    -0.2189	     0.8835	     1.1929	     0.3129	    -0.0256	     1.9751	    -0.0446	     0.7821	    -0.0180	     1.3913	     1.4208	     1.4969	     1.9597	     1.1537	     0.3220	     3.5467	     1.6646	     2.1881	     2.5300	     0.7678	     3.5930	
     2.7151	     2.7958	     2.1863	     2.4019	     0.5596	     1.1833	     1.0683	     1.3341	     1.3699	     1.2816	     2.6254	     2.1490	     0.8309	    -0.2557	     1.2980	     0.3643	    -0.1724	     1.7575	    -0.2033	     0.6056	    -0.2155	     1.0985	     1.2957	     1.1125	     1.7861	     1.2237	     0.2788	     3.2167	     1.2943	     1.6166	     1.9794	     0.8482	     3.0014	
     2.3836	     2.4970	     2.0284	     2.1523	     0.3689	     0.9196	     0.8358	     1.1515	     0.6360	     0.6244	     2.5747	     1.7765	     2.8746	    -1.0775	     1.3650	     0.4738	    -0.3154	     1.5481	    -0.4336	     0.4141	    -0.4084	     0.8497	     1.0565	     0.8942	     1.5536	     1.2781	     0.2251	     2.9514	     0.6357	     1.6516	     1.0339	     0.5197	     1.5925	
     2.1690	     2.1520	     1.9315	     1.7433	     0.3294	     0.4271	     0.6928	     0.8893	     0.2426	     0.2631	     2.6880	     1.3526	     3.7478	    -2.1765	     1.1803	     0.6392	    -0.5315	     1.2866	    -0.6742	     0.1377	    -0.6267	     0.6910	     0.6378	     0.8577	     1.1066	     1.1015	     0.1640	     2.7219	     0.2848	     2.1784	    -0.2230	     0.1822	     0.4913	
     2.0736	     1.8138	     1.8413	     1.2523	     0.2817	    -0.1682	     0.5274	     0.5599	     0.2709	     0.2958	     2.7275	     0.9711	     2.3449	    -2.6355	     0.6975	     0.6713	    -0.8623	     0.9774	    -0.9633	    -0.1909	    -0.9277	     0.5286	     0.1237	     0.8286	     0.5076	     0.6575	     0.0441	     2.5178	     0.2855	     2.4429	    -1.2228	     0.1457	     0.5047	
     2.1251	     1.6789	     1.8235	     1.0131	     0.2906	    -0.5527	     0.4164	     0.3066	     0.3678	     0.4322	     2.6336	     0.9003	     0.2460	    -1.6833	     0.4106	     0.5394	    -1.1000	     0.8254	    -1.1958	    -0.3466	    -1.1386	     0.4161	    -0.1967	     0.8093	     0.1626	     0.4362	    -0.0595	     2.4694	     0.3302	     1.9683	    -1.3346	     0.2559	     0.9100	
     2.2979	     1.8332	     1.9077	     1.2046	     0.4210	    -0.5057	     0.4231	     0.3260	     0.2136	     0.3569	     2.5688	     1.1842	    -0.5288	     0.0624	     0.6967	     0.5111	    -1.0665	     0.9759	    -1.2405	    -0.1991	    -1.1043	     0.4243	    -0.1647	     0.8517	     0.3161	     0.7812	     0.0239	     2.6251	     0.1954	     0.9580	    -0.5590	     0.2261	     0.8310	
     2.4268	     2.0895	     2.0656	     1.6255	     0.5872	    -0.0930	     0.5296	     0.6114	    -0.1351	     0.0611	     2.6105	     1.4494	     0.3593	     0.9423	     1.3017	     0.7570	    -0.7751	     1.3433	    -1.0929	     0.1637	    -0.8406	     0.5345	     0.1311	     0.9903	     0.8250	     1.3839	     0.2035	     2.8210	    -0.1168	     0.1012	     0.4357	     0.0399	     0.4339	
     2.4290	     2.2079	     2.2519	     1.9802	     0.7168	     0.4003	     0.6496	     0.8885	    -0.4413	    -0.2674	     2.6895	     1.3362	     2.0103	    -0.0687	     1.6131	     1.0177	    -0.4242	     1.6942	    -0.8694	     0.5400	    -0.5180	     0.6746	     0.4493	     1.1721	     1.3607	     1.6581	     0.2266	     2.8605	    -0.4178	    -0.0523	     0.9885	     0.0406	     0.3445	
     2.3977	     2.1364	     2.4113	     2.1426	     0.8338	     0.7117	     0.7039	     0.9712	    -0.6321	    -0.5409	     2.7751	     0.9472	     3.4304	    -1.8561	     1.3270	     1.0714	    -0.2126	     1.9095	    -0.7495	     0.8127	    -0.2870	     0.7536	     0.6020	     1.3613	     1.6393	     1.3511	     0.0657	     2.7950	    -0.6421	     0.4081	     1.0347	     0.2790	     0.9189	
     2.5229	     2.0746	     2.6043	     2.1806	     1.0722	     0.8078	     0.7822	     0.9496	    -0.6499	    -0.6429	     3.0262	     0.7267	     3.6249	    -2.4961	     0.8211	     1.0297	    -0.0778	     2.0615	    -0.7025	     1.0332	    -0.1015	     0.8676	     0.6311	     1.6370	     1.6766	     0.8408	    -0.0409	     2.8471	    -0.7188	     1.2739	     0.7441	     0.3647	     1.8048	
     2.7457	     2.1416	     2.8077	     2.1821	     1.3427	     0.7996	     0.9304	     0.9615	    -0.3787	    -0.4596	     3.4241	     0.7811	     2.0155	    -1.4486	     0.6833	     0.9544	     0.0511	     2.1874	    -0.6325	     1.1994	     0.0453	     1.0389	     0.6422	     1.9365	     1.6356	     0.7059	    -0.0617	     3.0900	    -0.4677	     2.3311	     0.1831	     0.2112	     2.5834	
     2.8679	     2.3107	     2.8762	     2.1963	     1.3754	     0.9032	     1.0310	     1.0636	     0.0765	    -0.0707	     3.6513	     0.8698	    -0.0334	     0.4118	     1.0357	     0.9239	     0.1577	     2.2433	    -0.5043	     1.2873	     0.1369	     1.1052	     0.7473	     2.0267	     1.7004	     1.0919	    -0.0088	     3.3523	     0.0046	     3.1492	    -0.2997	     0.0011	     3.2189	
     2.8366	     2.5179	     2.8315	     2.2775	     1.2309	     1.1491	     1.0444	     1.3199	     0.3529	     0.2683	     3.5358	     0.8981	    -0.3120	     1.6114	     1.4097	     1.1064	     0.3275	     2.2805	    -0.2607	     1.3774	     0.2740	     1.0598	     0.9872	     1.9060	     1.9306	     1.5218	     0.1812	     3.4931	     0.3444	     3.3511	    -0.3504	    -0.1553	     3.5050	
     2.7710	     2.6490	     2.7950	     2.3989	     1.2078	     1.3897	     1.1435	     1.6798	     0.4162	     0.4545	     3.3160	     0.9435	     1.3651	     1.0459	     1.4179	     1.4484	     0.6129	     2.3789	     0.1200	     1.5615	     0.5527	     1.1567	     1.2845	     1.8732	     2.1802	     1.5605	     0.4181	     3.5117	     0.4629	     3.2587	    -0.0546	    -0.2194	     3.1824	
