[Subject]	
[Date]	01/01/2007
[Time]	00:56:52
[Channels]	33
[Rate]	500.000000
[Type]	Average
[Points]	751
[Xmin]	-200.00000
[Sweeps]	110
[Accepted]	40
[Rejected]	70
[Domain]	Time
[Rows]	Points
[Electrode Labels]
[     FP1]	[     FP2]	[      F3]	[      F4]	[      C3]	[      C4]	[      P3]	[      P4]	[      O1]	[      O2]	[      F7]	[      F8]	[      T3]	[      T4]	[      T5]	[      T6]	[      CZ]	[      FZ]	[      PZ]	[     FCZ]	[     CPZ]	[     CP3]	[     CP4]	[     FC3]	[     FC4]	[     TP7]	[     TP8]	[     FPZ]	[      OZ]	[     FT7]	[     FT8]	[      A1]	[     BP1]	
[Electrode XUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Electrode YUnits]
[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	[ Default]	
[Average Data]
     4.3409	     4.8477	     4.9147	     4.4448	     6.8948	     5.4175	     7.9787	     8.1849	     6.2031	     6.3964	     5.7665	     2.7004	     6.6476	     3.3109	     7.4730	     8.8855	     5.8417	     2.3625	     7.5259	     2.7416	     5.9462	     8.0090	     6.6310	     6.0060	     4.9206	     7.4688	     4.4176	     5.1225	     6.3659	     5.9417	     2.5404	     0.1412	     2.1587	
     4.3610	     4.8976	     5.0496	     4.3510	     6.9753	     5.2104	     8.0323	     7.9926	     6.2322	     6.3859	     5.9595	     2.5260	     5.6879	     3.1507	     7.1884	     8.6255	     5.7486	     2.3342	     7.4618	     2.6358	     5.8731	     8.0417	     6.3993	     6.1774	     4.7455	     7.1857	     4.0674	     5.1926	     6.3876	     6.9080	     2.5129	     0.3051	     2.0641	
     4.3945	     5.0272	     5.2045	     4.4083	     7.0923	     5.2409	     8.2529	     8.1148	     6.8468	     6.9641	     6.0780	     2.4955	     4.6910	     3.0866	     7.2279	     8.6382	     5.8909	     2.4556	     7.6682	     2.7424	     6.0348	     8.2787	     6.4321	     6.3502	     4.7782	     7.2162	     4.1672	     5.2455	     6.9456	     7.1926	     2.3847	     0.4221	     1.7117	
     4.2246	     4.9356	     5.1852	     4.3927	     7.0334	     5.2700	     8.3423	     8.2393	     7.5308	     7.6213	     6.0027	     2.4202	     3.5787	     2.2380	     7.4581	     8.6330	     6.0049	     2.5137	     7.9111	     2.8594	     6.1578	     8.4217	     6.4932	     6.2884	     4.8066	     7.4427	     4.4220	     5.0950	     7.5759	     6.8670	     1.9749	     0.5130	     1.5053	
     3.8908	     4.6122	     4.9453	     4.1707	     6.7265	     5.0383	     8.1881	     8.0612	     7.6388	     7.7218	     5.7107	     2.2928	     3.5355	     0.6637	     7.5863	     8.4035	     5.8857	     2.4094	     7.9141	     2.8288	     6.0229	     8.2943	     6.2875	     5.9643	     4.5875	     7.5940	     4.4116	     4.7805	     7.6802	     6.1488	     1.4817	     0.6217	     1.7080	
     3.5667	     4.1823	     4.5206	     3.7452	     6.1997	     4.4906	     7.7723	     7.5456	     6.8714	     6.9753	     5.3068	     2.1565	     4.8855	    -0.4718	     7.5349	     7.8030	     5.4774	     2.0838	     7.5594	     2.5800	     5.6101	     7.8413	     5.7131	     5.4554	     4.0697	     7.5590	     3.9653	     4.4207	     6.9419	     5.2011	     1.0943	     0.7119	     2.0671	
     3.4386	     3.8836	     4.2144	     3.4062	     5.8205	     4.0585	     7.4534	     7.0911	     5.9997	     6.0939	     5.1310	     2.0842	     6.6006	    -0.1805	     7.5289	     7.2203	     5.1309	     1.7724	     7.2540	     2.3564	     5.3047	     7.4487	     5.2109	     5.0978	     3.6547	     7.5143	     3.5317	     4.1897	     6.0731	     4.6609	     0.9490	     0.6642	     2.3062	
     3.6204	     3.9655	     4.3805	     3.4964	     6.1162	     4.1889	     7.7455	     7.2170	     6.1159	     6.1662	     5.4670	     2.2444	     7.5841	     1.4132	     7.8038	     7.2628	     5.3328	     1.8514	     7.5527	     2.5442	     5.5304	     7.6849	     5.3540	     5.3474	     3.7985	     7.7192	     3.6479	     4.3089	     6.1588	     5.4700	     1.2210	     0.4496	     2.3055	
     3.9564	     4.2919	     4.8603	     3.8503	     6.8427	     4.6709	     8.4324	     7.7453	     6.8640	     6.8896	     6.0847	     2.5424	     7.5506	     3.3444	     8.1391	     7.7002	     5.8849	     2.2053	     8.2143	     2.9897	     6.1011	     8.3725	     5.9545	     6.0336	     4.2910	     8.0216	     4.1031	     4.6420	     6.9009	     7.4392	     1.8401	     0.1479	     1.8950	
     4.1725	     4.5280	     5.1449	     4.0597	     7.3538	     5.0330	     8.8526	     8.0642	     7.1069	     7.1615	     6.5042	     2.7205	     7.2540	     4.5730	     8.1339	     7.8291	     6.2478	     2.4117	     8.6055	     3.2282	     6.4662	     8.8270	     6.3896	     6.5604	     4.6047	     8.0343	     4.2134	     4.8610	     7.1691	     9.1134	     2.4361	    -0.0987	     1.4539	
     4.1509	     4.4625	     5.0071	     3.9889	     7.4208	     5.1143	     8.8594	     8.0612	     6.8051	     6.9231	     6.5004	     2.6661	     7.0715	     4.6967	     7.7003	     7.5467	     6.2627	     2.3103	     8.6390	     3.1224	     6.4684	     8.8524	     6.4500	     6.6237	     4.5763	     7.6506	     3.8133	     4.8059	     6.8592	     9.2557	     2.7729	    -0.0458	     1.6014	
     3.9668	     4.1197	     4.6919	     3.7601	     7.3285	     5.0494	     8.7990	     8.0210	     6.6375	     6.7838	     6.2419	     2.4485	     6.4233	     3.9956	     7.1549	     7.3723	     6.2038	     2.0764	     8.6681	     2.8914	     6.3805	     8.7883	     6.3904	     6.4553	     4.4132	     7.1648	     3.4222	     4.5615	     6.6655	     8.0509	     2.8556	     0.2395	     2.0730	
     3.7523	     3.6518	     4.4960	     3.5307	     7.2778	     4.9384	     8.8884	     8.1141	     6.9295	     7.0721	     6.0519	     2.2071	     5.1299	     2.8959	     7.0118	     7.5340	     6.2731	     1.8953	     8.8841	     2.7409	     6.4595	     8.8531	     6.3740	     6.2929	     4.2411	     7.0404	     3.3611	     4.2538	     6.9635	     6.7284	     2.5710	     0.3811	     2.2109	
     3.5451	     3.2860	     4.4356	     3.3235	     7.2078	     4.8557	     9.0039	     8.2892	     7.5613	     7.6637	     5.9863	     2.0239	     4.0503	     2.2722	     7.3628	     7.7948	     6.3916	     1.7404	     9.1583	     2.6574	     6.6398	     8.9500	     6.4008	     6.1088	     4.0749	     7.4204	     3.3938	     3.9915	     7.6139	     5.9364	     2.0487	     0.3073	     2.1088	
     3.4788	     3.2272	     4.4125	     3.2773	     7.1005	     5.0032	     9.0479	     8.5738	     8.3764	     8.4080	     5.9834	     2.0686	     4.1278	     2.5695	     7.9543	     8.0593	     6.5361	     1.6353	     9.4258	     2.6396	     6.8410	     9.0036	     6.6027	     5.9278	     4.0824	     8.0596	     3.4654	     3.9394	     8.4186	     5.4961	     2.0144	     0.1389	     2.2712	
     3.6070	     3.5222	     4.4036	     3.4010	     6.9701	     5.3020	     9.0397	     8.9180	     9.1662	     9.1471	     6.0400	     2.3569	     4.9622	     2.9026	     8.4572	     8.3364	     6.7149	     1.6145	     9.7037	     2.6589	     6.9907	     9.0230	     6.9246	     5.7967	     4.2619	     8.5864	     3.7135	     4.1323	     9.1882	     5.1169	     2.7252	    -0.0689	     2.6996	
     3.7478	     3.8433	     4.2777	     3.4129	     6.6959	     5.3884	     8.8579	     9.0268	     9.4925	     9.4787	     5.9834	     2.5156	     5.7304	     2.3028	     8.5221	     8.3878	     6.7030	     1.5101	     9.7894	     2.5658	     6.9304	     8.8442	     6.9998	     5.5523	     4.3133	     8.6184	     3.8863	     4.3432	     9.4937	     4.5491	     3.3317	    -0.2611	     2.8285	
     3.7985	     3.9543	     4.0527	     3.2356	     6.3390	     5.2096	     8.5770	     8.8413	     9.3361	     9.3416	     5.7859	     2.3643	     6.9568	     0.7635	     8.1533	     8.2277	     6.4989	     1.2971	     9.6597	     2.3892	     6.6905	     8.5290	     6.7748	     5.2215	     4.1561	     8.2027	     3.7932	     4.4199	     9.3261	     3.9471	     3.2721	    -0.4146	     2.5663	
     3.7716	     3.8471	     3.8947	     3.0248	     6.1505	     4.9570	     8.3907	     8.6036	     9.0731	     9.0987	     5.7092	     2.1148	     8.6972	    -1.3003	     7.8619	     8.2217	     6.3528	     1.1540	     9.5405	     2.2797	     6.5213	     8.3211	     6.4977	     5.0218	     3.9214	     7.8704	     3.6814	     4.3581	     9.0653	     3.7385	     2.6403	    -0.4258	     2.6385	
     3.6383	     3.5617	     3.8329	     2.7647	     6.1162	     4.6031	     8.2678	     8.3257	     8.6633	     8.7187	     5.7859	     1.8748	     9.5585	    -3.3760	     7.9372	     8.3081	     6.2910	     1.0624	     9.3938	     2.2134	     6.4044	     8.2056	     6.1676	     4.9562	     3.5742	     7.9457	     3.6189	     4.1845	     8.6957	     3.9628	     1.5465	    -0.2492	     3.0282	
     3.4051	     3.1586	     3.8046	     2.4012	     6.0753	     4.1032	     8.0741	     7.8481	     8.0203	     8.0497	     5.8559	     1.5388	     9.0459	    -4.5622	     8.2270	     8.0652	     6.1390	     0.9514	     9.0831	     2.1188	     6.2338	     8.0224	     5.7168	     4.9577	     3.1034	     8.2593	     3.4430	     3.9170	     8.0438	     4.4828	     0.3321	     0.0019	     3.1407	
     3.2620	     2.9589	     3.9096	     2.1709	     6.1408	     3.7605	     7.9198	     7.3772	     7.6127	     7.5609	     5.9819	     1.2848	     7.8441	    -3.8134	     8.3477	     7.5504	     6.0324	     0.9156	     8.7843	     2.1337	     6.1339	     7.8778	     5.3994	     5.1298	     2.8001	     8.3793	     3.2851	     3.7755	     7.5849	     5.3061	    -0.4189	     0.2284	     3.1645	
     3.4490	     3.2562	     4.2255	     2.3557	     6.4120	     3.9184	     7.8982	     7.2766	     7.6500	     7.5982	     6.3097	     1.4598	     6.8666	    -1.0328	     7.9946	     7.2852	     6.1748	     1.1235	     8.7411	     2.3825	     6.2963	     7.8517	     5.5321	     5.5024	     2.9730	     8.0120	     3.4259	     3.9654	     7.6221	     6.2524	    -0.3109	     0.4012	     3.6235	
     3.9095	     3.8634	     4.5720	     2.8445	     6.6899	     4.4690	     7.8453	     7.4942	     7.5688	     7.6302	     6.7068	     2.0760	     6.5336	     2.3892	     7.2272	     7.3917	     6.4564	     1.4774	     8.7627	     2.7401	     6.5772	     7.7743	     5.9895	     5.8280	     3.5064	     7.2356	     3.7500	     4.3864	     7.5938	     6.9028	     0.6212	     0.4198	     4.5064	
     4.3848	     4.4170	     4.8216	     3.3839	     6.8486	     5.0628	     7.7053	     7.7222	     7.0882	     7.2592	     6.9609	     2.8352	     6.2102	     4.5685	     6.5067	     7.5929	     6.6814	     1.8171	     8.6487	     3.0546	     6.7821	     7.6014	     6.4194	     6.0261	     4.1025	     6.5412	     3.9824	     4.7910	     7.1624	     7.1136	     1.9265	     0.2649	     4.9832	
     4.7253	     4.7694	     5.0600	     3.8652	     7.0833	     5.5673	     7.7447	     7.8645	     6.8580	     7.0036	     7.0808	     3.4492	     6.0001	     4.8144	     6.3502	     7.7829	     6.8952	     2.1643	     8.5153	     3.3869	     6.9796	     7.6446	     6.7316	     6.3219	     4.6575	     6.4310	     4.1173	     5.0823	     6.8957	     7.2895	     3.0106	     0.0175	     4.7113	
     4.9071	     4.9117	     5.2857	     4.2899	     7.4931	     5.9860	     8.0316	     7.9830	     7.2544	     7.3121	     7.0935	     3.7695	     6.6751	     4.1550	     6.6736	     7.9773	     7.1374	     2.5219	     8.4855	     3.7579	     7.2314	     7.9359	     6.9939	     6.7526	     5.1620	     6.7543	     4.2462	     5.1844	     7.2511	     7.8959	     3.5411	    -0.1024	     4.3276	
     4.7968	     4.8194	     5.3096	     4.5313	     7.8202	     6.2222	     8.2134	     7.9479	     7.6411	     7.6339	     6.8499	     3.7598	     6.7630	     3.6528	     6.7824	     8.0183	     7.2342	     2.6799	     8.3805	     3.9389	     7.3484	     8.1013	     7.0997	     7.0379	     5.4495	     6.8102	     4.2127	     5.0041	     7.6348	     8.6641	     3.6886	     0.0726	     3.9863	
     4.3841	     4.5407	     5.0227	     4.4665	     7.8008	     6.1029	     8.0085	     7.5613	     7.3989	     7.3776	     6.2568	     3.5043	     4.3908	     3.1551	     6.4389	     7.6607	     7.0152	     2.5167	     8.0124	     3.7579	     7.1628	     7.8763	     6.8925	     6.9597	     5.3318	     6.3952	     3.9109	     4.5995	     7.3979	     8.7237	     3.6990	     0.3885	     3.5691	
     3.8528	     4.2635	     4.4863	     4.1856	     7.3933	     5.7371	     7.5123	     7.0166	     6.8856	     6.8896	     5.4626	     3.1966	     0.9635	     2.5338	     5.9822	     7.1302	     6.5994	     2.1621	     7.5378	     3.3682	     6.7568	     7.4025	     6.4559	     6.5119	     4.9913	     5.9236	     3.5309	     4.1897	     6.9083	     7.6024	     3.5694	     0.5942	     3.4268	
     3.4341	     4.1220	     3.8955	     3.9047	     6.7592	     5.3907	     6.9647	     6.6590	     6.5913	     6.6400	     4.6743	     2.9895	    -0.6562	     2.4555	     5.7199	     6.8344	     6.2172	     1.8015	     7.1802	     3.0136	     6.3835	     6.9160	     6.0804	     5.8540	     4.6985	     5.6822	     3.3447	     3.8962	     6.6327	     5.8344	     3.3555	     0.5815	     3.4760	
     3.2762	     4.1369	     3.4767	     3.7639	     6.2459	     5.2260	     6.5974	     6.6009	     6.4467	     6.5126	     4.1431	     2.9880	     0.3459	     3.2550	     5.7132	     6.8836	     6.0853	     1.5973	     7.0073	     2.8519	     6.2755	     6.6000	     5.9709	     5.2729	     4.6017	     5.6702	     3.4758	     3.7732	     6.4762	     4.4225	     3.3257	     0.4020	     3.4216	
     3.3581	     4.2732	     3.3136	     3.7810	     6.0142	     5.2700	     6.4476	     6.7216	     6.4207	     6.4843	     3.9650	     3.1899	     2.5795	     4.0976	     5.7713	     7.1235	     6.1874	     1.5794	     6.9857	     2.8661	     6.3790	     6.4868	     6.0797	     4.9339	     4.6799	     5.7306	     3.8416	     3.8313	     6.4218	     3.6879	     3.5023	     0.2455	     3.1370	
     3.5049	     4.3999	     3.2443	     3.8175	     5.9650	     5.3780	     6.4193	     6.8490	     6.6255	     6.6586	     4.0559	     3.4343	     4.4064	     4.0626	     5.6856	     7.3545	     6.2947	     1.5884	     7.0587	     2.8951	     6.4819	     6.4816	     6.1937	     4.7946	     4.7648	     5.7142	     4.1672	     3.9424	     6.6141	     3.3600	     3.6893	     0.2425	     2.6847	
     3.6234	     4.3939	     3.2227	     3.7944	     6.0715	     5.4205	     6.5772	     6.9518	     7.0778	     7.0736	     4.3204	     3.5997	     5.2178	     3.5679	     5.6141	     7.5638	     6.3610	     1.5392	     7.2756	     2.9093	     6.5564	     6.6433	     6.2786	     4.8318	     4.7209	     5.7269	     4.3550	     4.0437	     7.0536	     3.3995	     3.9538	     0.3550	     2.6013	
     3.6032	     4.1540	     3.2286	     3.5970	     6.2571	     5.3199	     6.8782	     7.0241	     7.5606	     7.5199	     4.5886	     3.5028	     5.3974	     3.4047	     5.8130	     7.7613	     6.3796	     1.3820	     7.5214	     2.8214	     6.5817	     6.9279	     6.2920	     4.9294	     4.4810	     5.9347	     4.3930	     4.0251	     7.5342	     3.7773	     4.1833	     0.4467	     3.2949	
     3.3477	     3.6548	     3.0938	     3.1037	     6.2332	     4.9615	     7.0034	     6.9198	     7.6157	     7.5855	     4.6572	     2.9552	     5.7073	     3.2341	     6.1543	     7.7776	     6.1658	     1.0042	     7.5058	     2.4883	     6.3865	     7.0367	     6.0901	     4.8303	     3.9937	     6.2305	     4.1449	     3.7553	     7.6214	     3.9762	     3.8689	     0.4064	     4.0862	
     3.0109	     3.1460	     2.8658	     2.5323	     5.9829	     4.5391	     6.8663	     6.7037	     7.3661	     7.4320	     4.6013	     2.2422	     6.3525	     2.6783	     6.4150	     7.6637	     5.8127	     0.5669	     7.2912	     2.0629	     6.0490	     6.8780	     5.7660	     4.5450	     3.4684	     6.4391	     3.7619	     3.3724	     7.4157	     3.7914	     3.0791	     0.3088	     4.0571	
     2.8165	     2.9224	     2.7704	     2.2499	     5.8048	     4.4206	     6.7717	     6.7119	     7.5867	     7.7665	     4.6408	     1.8011	     6.7750	     2.1344	     6.5015	     7.7292	     5.6428	     0.3613	     7.2443	     1.8520	     5.8582	     6.7647	     5.6691	     4.3662	     3.2993	     6.5047	     3.6546	     3.1526	     7.6743	     3.7482	     2.4957	     0.2880	     3.4790	
     2.7993	     2.9880	     2.9060	     2.3460	     5.9248	     4.6493	     6.9267	     6.9928	     8.2982	     8.4967	     4.8665	     1.6819	     7.0149	     1.9340	     6.4516	     8.0265	     5.7575	     0.4358	     7.4365	     1.9295	     5.9365	     6.8966	     5.8822	     4.5092	     3.5020	     6.4675	     3.9564	     3.1861	     8.3545	     4.3934	     2.3192	     0.3498	     3.4358	
     2.8738	     3.1087	     3.1057	     2.4608	     6.2690	     4.7931	     7.1569	     7.1194	     8.3623	     8.4743	     5.1638	     1.5999	     7.1661	     1.6732	     6.1595	     8.1412	     5.8752	     0.5431	     7.5468	     2.0636	     6.0363	     7.1097	     6.0216	     4.8735	     3.6346	     6.2067	     4.2134	     3.2629	     8.3314	     5.5013	     2.0480	     0.4660	     4.0020	
     2.8977	     3.0849	     3.1199	     2.3192	     6.5566	     4.5607	     7.2292	     6.8311	     7.4645	     7.4715	     5.2778	     1.5440	     6.3711	     1.0690	     5.5858	     7.7933	     5.7784	     0.4790	     7.3650	     2.0122	     5.9551	     7.2021	     5.7854	     5.1827	     3.3962	     5.6404	     4.0800	     3.2055	     7.3748	     6.3194	     1.4668	     0.6128	     4.0869	
     2.8679	     3.0536	     2.9612	     2.1218	     6.6877	     4.2634	     7.2724	     6.4884	     6.8066	     6.7644	     5.2115	     1.7512	     4.3520	     0.8082	     5.2081	     7.3157	     5.6562	     0.3426	     7.1608	     1.8580	     5.8366	     7.2646	     5.4888	     5.2692	     3.1123	     5.2500	     3.8021	     3.1235	     6.7362	     6.4610	     1.0183	     0.6456	     3.5244	
     2.7658	     3.0714	     2.6609	     1.9727	     6.5402	     4.1196	     7.3052	     6.3617	     6.9310	     6.8822	     4.9932	     2.1319	     2.3493	     1.5115	     5.4562	     7.0117	     5.5675	     0.1459	     7.1012	     1.6784	     5.7279	     7.3004	     5.3719	     5.0158	     2.9655	     5.4728	     3.5563	     3.0393	     6.8636	     5.8970	     1.0325	     0.4861	     3.3076	
     2.6011	     3.0379	     2.1610	     1.8006	     6.0104	     4.0272	     7.1398	     6.3371	     7.1158	     7.0863	     4.5975	     2.4076	     1.8732	     2.8973	     6.0276	     6.8471	     5.3924	    -0.1685	     6.9999	     1.3983	     5.5401	     7.1357	     5.3458	     4.3758	     2.8627	     6.0584	     3.3201	     2.8844	     7.0223	     4.7801	     1.4482	     0.2440	     3.5758	
     2.6101	     3.0953	     1.7609	     1.7790	     5.4777	     4.1479	     6.9639	     6.5733	     7.3050	     7.3039	     4.3047	     2.7190	     3.3268	     4.3591	     6.4195	     6.9730	     5.3410	    -0.3279	     7.0111	     1.2545	     5.5148	     6.9502	     5.5462	     3.7642	     2.9163	     6.4660	     3.3186	     2.8769	     7.2280	     3.7318	     2.2104	     0.0861	     3.8262	
     2.8999	     3.4000	     1.7527	     2.0860	     5.4412	     4.6203	     7.0757	     7.1522	     7.7938	     7.8440	     4.3874	     3.1891	     5.6075	     5.0662	     6.4143	     7.4543	     5.6405	    -0.1014	     7.3508	     1.4631	     5.8270	     7.0597	     6.1087	     3.6531	     3.2710	     6.4637	     3.6136	     3.1451	     7.7950	     3.4867	     3.0702	     0.1516	     4.0072	
     3.2695	     3.7413	     2.0544	     2.4704	     5.8898	     5.1463	     7.3968	     7.6663	     7.9778	     8.0541	     4.7495	     3.4872	     7.0462	     4.1461	     6.1267	     7.8589	     6.0690	     0.3024	     7.7479	     1.8654	     6.2457	     7.4025	     6.6757	     4.0547	     3.7121	     6.1478	     3.8670	     3.4558	     8.0587	     4.2295	     3.3965	     0.3729	     4.3060	
     3.5079	     3.8508	     2.4359	     2.6038	     6.4597	     5.3184	     7.7366	     7.7922	     7.4481	     7.5132	     5.2070	     3.3255	     7.1624	     1.8513	     5.9002	     7.8738	     6.3238	     0.5572	     7.9029	     2.1374	     6.5079	     7.7608	     6.8687	     4.6552	     3.8775	     5.8945	     3.8394	     3.6130	     7.5469	     5.5229	     3.0240	     0.5070	     4.8804	
     3.5548	     3.6437	     2.7257	     2.4414	     6.8948	     5.1724	     8.0122	     7.6954	     6.8081	     6.8613	     5.5117	     2.8509	     6.8286	    -0.1969	     5.9561	     7.7210	     6.3685	     0.5766	     7.8910	     2.1992	     6.5683	     8.0432	     6.7577	     5.1291	     3.6882	     5.9303	     3.6680	     3.5780	     6.8897	     6.7538	     2.3743	     0.4586	     5.3491	
     3.3969	     3.2465	     2.8271	     2.1717	     7.1891	     5.0293	     8.2715	     7.7423	     6.8364	     6.9142	     5.4715	     2.3383	     6.0403	    -0.4889	     6.1252	     7.8410	     6.4035	     0.4656	     7.9670	     2.1419	     6.5906	     8.3189	     6.7011	     5.4085	     3.4289	     6.1024	     3.7284	     3.3500	     6.8853	     7.2969	     1.9191	     0.4832	     5.1173	
     3.1257	     2.8949	     2.7689	     1.9415	     7.4082	     5.0673	     8.4883	     8.0724	     7.5457	     7.6220	     5.1370	     2.0246	     3.7620	     0.8164	     6.1356	     8.3566	     6.5711	     0.3784	     8.2054	     2.0756	     6.7091	     8.5603	     6.8754	     5.5568	     3.3157	     6.1441	     4.2052	     3.0565	     7.5864	     6.9177	     1.9302	     0.7350	     4.3142	
     2.8060	     2.6237	     2.5201	     1.6911	     7.3240	     5.0994	     8.4227	     8.4069	     8.0851	     8.1562	     4.6199	     1.8942	     0.8711	     2.1545	     5.9397	     8.8960	     6.6814	     0.2219	     8.3768	     1.9370	     6.8194	     8.5059	     7.0870	     5.4048	     3.1943	     5.9698	     4.7625	     2.7555	     8.1459	     5.8150	     2.2491	     1.0151	     3.5639	
     2.4663	     2.3309	     2.0671	     1.3462	     6.8039	     4.9831	     8.0003	     8.5209	     7.9398	     8.0191	     3.9553	     1.7474	     0.2907	     2.5330	     5.6201	     9.1351	     6.5383	    -0.1215	     8.2903	     1.6352	     6.6949	     8.0633	     7.1488	     4.8534	     2.9201	     5.6635	     5.0173	     2.4276	     8.0110	     4.4344	     2.3914	     1.1194	     3.5356	
     2.1951	     2.0321	     1.6625	     1.0325	     6.2437	     4.8818	     7.5562	     8.5157	     7.5107	     7.5885	     3.3958	     1.4956	     2.2957	     2.5651	     5.3437	     9.1307	     6.3141	    -0.4710	     8.0810	     1.2999	     6.4662	     7.5761	     7.1511	     4.3177	     2.6712	     5.4080	     5.0255	     2.1423	     7.5498	     3.4681	     2.1791	     1.1031	     4.2203	
     1.9149	     1.7147	     1.4897	     0.8403	     6.0350	     4.9518	     7.3946	     8.5201	     7.1702	     7.2562	     3.0769	     1.2937	     3.6793	     3.2416	     5.2289	     9.1113	     6.1852	    -0.6684	     7.9342	     1.0973	     6.3150	     7.3652	     7.2166	     4.1054	     2.6288	     5.3342	     5.0784	     1.8875	     7.1818	     3.2527	     1.9600	     1.0449	     4.5302	
     1.5603	     1.4174	     1.4427	     0.7419	     6.0492	     5.1448	     7.4154	     8.5164	     6.9593	     7.0811	     2.9450	     1.3146	     3.0452	     4.4001	     5.3273	     9.1672	     6.1189	    -0.7966	     7.8329	     1.0206	     6.2218	     7.3518	     7.3425	     4.0763	     2.7390	     5.4519	     5.2282	     1.6155	     6.9799	     3.3653	     2.1880	     0.8780	     3.8500	
     1.1684	     1.1611	     1.2893	     0.6316	     5.9717	     5.2089	     7.3849	     8.4173	     6.9206	     7.0453	     2.8854	     1.3615	     2.5378	     4.8464	     5.6119	     9.1329	     5.9684	    -1.0052	     7.6794	     0.8984	     6.0691	     7.3056	     7.3455	     3.9452	     2.7532	     5.7127	     5.1946	     1.3406	     6.9575	     3.3302	     2.5866	     0.6247	     2.5953	
     0.7504	     0.8899	     0.8936	     0.3210	     5.6260	     4.8907	     7.1778	     8.1394	     7.1977	     7.2711	     2.7401	     1.1037	     3.6964	     3.8078	     5.9993	     8.9273	     5.6182	    -1.4045	     7.4603	     0.5489	     5.7353	     7.1074	     7.0564	     3.5779	     2.4082	     6.0689	     4.8713	     1.0478	     7.2138	     3.0508	     2.6001	     0.5577	     1.4874	
     0.3697	     0.6493	     0.2648	    -0.1447	     5.0352	     4.3088	     6.7724	     7.7080	     7.6634	     7.7114	     2.4220	     0.6917	     5.0651	     2.2015	     6.2407	     8.6352	     5.0773	    -1.9425	     7.1899	    -0.0128	     5.2205	     6.7103	     6.5342	     2.9736	     1.7801	     6.2946	     4.5189	     0.7684	     7.6720	     2.6053	     2.1918	     0.7536	     1.3645	
     0.1879	     0.5934	    -0.4035	    -0.5046	     4.3460	     3.8402	     6.2278	     7.2454	     7.9488	     7.9930	     2.0316	     0.5367	     5.2409	     1.8245	     6.1193	     8.2530	     4.5475	    -2.4647	     6.8948	    -0.5955	     4.6930	     6.1441	     6.0417	     2.2383	     1.2720	     6.1508	     4.3162	     0.6268	     7.9492	     2.1463	     1.7663	     0.8371	     2.3189	
     0.3406	     0.7804	    -0.7671	    -0.5403	     3.9168	     3.7843	     5.8635	     7.0159	     7.9219	     7.9632	     1.8535	     0.7491	     5.4361	     3.1961	     5.8682	     7.9848	     4.3017	    -2.7702	     6.7734	    -0.9226	     4.4449	     5.7730	     5.8651	     1.7458	     1.1982	     5.8438	     4.2775	     0.7408	     7.9179	     2.0376	     1.8393	     0.6277	     3.4343	
     0.8041	     1.1909	    -0.6248	    -0.2587	     4.0435	     4.0622	     5.9723	     7.1470	     7.7759	     7.8001	     2.1053	     1.2080	     6.6915	     4.7533	     5.7281	     8.1383	     4.4574	    -2.6972	     6.9440	    -0.8488	     4.5984	     5.9034	     6.0476	     1.8412	     1.4620	     5.6829	     4.3751	     1.1149	     7.7570	     2.5591	     2.4376	     0.3625	     4.2508	
     1.3360	     1.6722	    -0.1740	     0.0855	     4.5933	     4.3066	     6.4036	     7.3444	     7.6172	     7.6324	     2.7148	     1.7676	     7.7584	     4.7719	     5.5091	     8.4124	     4.7718	    -2.3753	     7.2130	    -0.5493	     4.8986	     6.3430	     6.2734	     2.4208	     1.7578	     5.4750	     4.5040	     1.5462	     7.5782	     3.4785	     3.0307	     0.3654	     4.9817	
     1.6482	     1.9799	     0.2365	     0.2256	     5.1916	     4.2917	     6.7717	     7.3005	     7.4675	     7.4961	     3.3734	     2.1170	     6.9597	     3.7728	     5.1216	     8.2865	     4.9350	    -2.0885	     7.3024	    -0.3332	     5.0618	     6.7215	     6.2540	     3.0593	     1.8725	     5.0988	     4.5584	     1.8130	     7.4180	     4.3867	     3.2021	     0.6374	     5.4273	
     1.6437	     1.9285	     0.3959	     0.0460	     5.4643	     3.9952	     6.8768	     6.9443	     7.3237	     7.3657	     3.7936	     1.9762	     4.2544	     3.0791	     4.9056	     7.7940	     4.8262	    -2.0766	     7.0781	    -0.4219	     4.9612	     6.8482	     5.9269	     3.3670	     1.6751	     4.8715	     4.4086	     1.8264	     7.2988	     4.9723	     2.8817	     0.8877	     5.2664	
